Time (msec),* Engine Load (mg/stroke),* Fuel Injector Pulse Width (ms),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Engine Speed (RPM)
144481,51.05,1.096,0.00,0.00,105.6,1224
144602,58.34,1.432,0.00,0.00,105.6,1095
144721,68.40,1.776,0.00,0.00,105.6,954
144801,89.34,1.696,1.70,1.69,105.6,917
144881,88.38,1.756,1.85,1.83,105.6,927
144962,85.14,1.844,2.00,1.98,105.6,946
145081,78.32,1.912,2.26,2.24,105.6,975
145201,69.97,1.804,2.54,2.52,105.6,1032
145321,47.57,1.664,2.79,2.80,106.4,1138
145401,40.03,1.592,2.79,2.83,106.4,1214
145480,37.49,1.492,2.79,2.83,106.4,1296
145562,35.18,1.540,2.79,2.83,106.4,1381
145681,31.91,1.512,2.79,2.83,106.4,1523
145762,33.69,1.440,2.79,2.83,105.6,1607
145881,35.58,1.272,2.79,2.83,105.6,1756
145961,40.68,1.244,2.79,2.83,105.6,1843
146040,45.81,1.240,2.79,2.83,105.6,1940
146121,49.92,1.280,2.79,2.83,105.6,2086
146202,53.06,1.292,2.79,2.83,105.6,2224
146321,59.54,1.372,2.79,2.83,105.6,2285
146440,65.14,1.444,0.29,0.32,105.6,2153
146521,64.25,1.472,-0.15,-0.12,105.6,2118
146640,61.15,1.476,-0.81,-0.77,105.6,2157
146722,61.79,1.476,-1.25,-1.21,105.6,2157
146841,64.48,1.484,-1.91,-1.87,105.6,2110
146920,65.71,1.500,-2.33,-2.29,105.6,2071
147001,65.67,1.500,-2.73,-2.69,105.6,2051
147080,67.57,1.500,-3.13,-3.10,105.6,2034
147161,70.56,1.520,-3.53,-3.50,105.6,2027
147280,75.61,1.560,-4.14,-1.78,105.6,2020
147360,77.83,1.600,-4.54,-1.38,105.6,2016
147440,78.76,1.632,-4.94,-0.97,105.6,1992
147520,81.77,1.668,-5.35,-0.57,105.6,1953
147601,82.68,1.736,-3.53,-0.17,105.6,1948
147681,80.50,1.776,-3.13,0.23,105.6,1949
147800,81.90,1.816,-2.55,0.81,106.4,1916
147881,82.41,1.844,-2.18,1.18,106.4,1904
147962,82.41,1.864,-1.82,1.54,106.4,1904
148080,83.72,1.888,-1.25,1.82,106.4,1874
148161,84.23,1.908,-1.12,1.82,106.4,1863
148242,84.48,1.924,-1.12,1.82,106.4,1857
148360,85.65,1.948,-1.12,1.82,106.4,1832
148440,87.64,1.964,-1.12,1.82,106.4,1822
148520,87.37,1.980,-1.12,1.82,106.4,1812
148600,87.32,1.992,-1.12,1.82,106.4,1797
148680,87.41,2.008,-1.12,1.82,106.4,1779
148761,87.18,2.012,-1.12,1.82,105.6,1768
148841,85.44,2.004,-1.12,1.82,105.6,1755
148960,80.88,1.964,-1.12,-0.36,105.6,1734
149042,79.59,1.880,-3.50,-0.69,105.6,1727
149160,78.72,1.848,-4.00,-1.19,105.6,1711
149242,78.51,1.828,-4.33,-1.52,105.6,1698
149361,79.19,1.816,-4.82,-2.01,105.6,1666
149440,80.69,1.804,-5.13,-2.32,105.6,1652
149520,80.44,1.804,-5.42,-2.61,105.6,1640
149600,82.03,1.804,-5.72,-2.90,105.6,1625
149681,75.54,1.744,-6.01,-3.20,105.6,1599
149761,55.48,1.732,-3.93,-3.49,106.4,1577
149841,43.63,1.652,-3.64,-1.56,106.4,1559
149921,40.60,1.572,-3.46,-1.42,106.4,1539
150001,42.27,1.504,-3.46,-1.42,106.4,1511
150081,43.02,1.416,-3.46,-1.42,106.4,1485
150161,41.87,1.372,-3.46,-1.42,106.4,1492
150240,43.29,1.332,-3.46,-1.42,106.4,1475
150321,43.61,1.212,-3.46,-1.42,106.4,1433
150401,44.48,1.156,-3.46,-1.42,106.4,1405
150481,46.09,1.156,-3.46,-1.42,106.4,1386
150560,45.58,1.100,-3.46,-1.42,106.4,1371
150641,47.49,1.112,-3.46,-1.42,106.4,1345
150722,49.78,1.060,-3.46,-3.45,106.4,1311
150841,59.90,1.124,-5.54,-3.80,106.4,1275
150922,68.55,1.220,-5.76,-4.02,106.4,1256
151041,85.44,1.492,-6.09,-4.35,106.4,1219
151122,98.11,1.660,-4.39,-2.38,106.4,1203
151240,131.97,2.400,-4.06,-2.05,106.4,1189
151320,146.36,2.636,-3.82,-1.81,106.4,1205
151401,180.54,3.032,-3.57,-1.56,106.4,1146
151481,209.93,3.504,-3.32,-1.31,106.4,1098
151561,223.22,4.200,-3.05,-1.04,106.4,1126
151640,243.98,4.428,-2.70,-0.69,106.4,1144
151721,288.40,5.020,-2.32,-0.31,106.4,1093
151800,301.32,5.668,-2.16,-0.31,106.4,1083
151880,295.11,6.208,-2.16,-0.31,106.4,1134
151962,302.85,6.384,-2.16,-0.31,106.4,1128
152081,306.07,6.952,-2.16,-0.31,106.4,1098
152162,286.21,6.972,-4.30,-2.72,106.4,1145
152281,284.33,6.612,-5.12,-3.55,106.4,1138
152362,275.53,6.572,-5.67,-4.09,106.4,1139
152482,264.22,6.400,-6.53,-4.95,106.4,1193
152601,265.53,6.244,-7.39,-5.81,106.4,1161
152682,248.18,6.064,-7.97,-6.39,106.4,1203
152762,246.27,6.020,-6.26,-4.83,106.4,1218
152881,236.67,5.844,-5.41,-3.98,106.4,1197
152961,210.84,5.656,-4.86,-3.43,106.4,1225
153041,203.72,5.368,-4.33,-2.90,106.4,1227
153160,203.47,5.084,-3.56,-2.13,106.4,1208
153240,201.56,4.976,-3.04,-1.61,105.6,1247
153321,197.26,4.880,-2.54,-1.11,105.6,1239
153402,191.62,4.800,-2.06,-0.63,105.6,1232
153521,175.09,4.612,-1.35,0.08,105.6,1261
153641,167.95,4.432,-0.68,0.75,105.6,1232
153720,154.41,4.280,-0.25,1.18,105.6,1241
153800,149.71,4.116,0.15,1.58,106.4,1243
153881,152.53,3.988,0.55,1.98,106.4,1229
153961,148.01,3.888,0.92,2.35,106.4,1229
154041,147.42,3.792,1.29,2.72,106.4,1234
154120,145.45,3.716,1.64,3.07,106.4,1222
154201,146.95,3.676,1.97,3.40,106.4,1219
154281,146.70,3.660,2.30,3.73,106.4,1221
154360,144.79,3.636,2.63,4.06,106.4,1218
154441,147.67,3.608,2.96,4.39,106.4,1213
154521,143.65,3.592,3.29,4.72,106.4,1218
154601,143.84,3.576,3.62,5.05,106.4,1226
154682,141.13,3.556,3.95,5.37,106.4,1230
154801,136.85,3.516,4.38,5.81,105.6,1238
154920,133.77,3.460,2.61,6.26,105.6,1256
155000,132.50,3.332,2.29,6.34,105.6,1268
155081,130.09,3.288,1.96,6.34,105.6,1281
155163,125.85,3.200,1.63,6.34,105.6,1302
155282,117.84,3.088,1.19,6.34,105.6,1308
155400,108.03,2.932,0.75,6.34,105.6,1311
155481,101.01,2.812,0.46,6.34,105.6,1306
155562,97.58,2.672,0.17,6.34,105.6,1295
155682,93.34,2.532,-0.27,6.34,105.6,1309
155801,90.31,2.400,-0.71,4.24,105.6,1307
155881,90.57,2.320,-1.00,3.95,105.6,1288
155960,86.79,2.268,-1.25,3.69,105.6,1296
156041,84.12,2.212,-1.51,3.44,105.6,1304
156122,77.68,2.032,-1.77,3.18,105.6,1287
156240,55.16,1.948,-2.15,2.80,105.6,1284
156321,52.66,1.852,-2.38,2.57,105.6,1292
156401,52.87,1.756,-2.61,2.34,105.6,1287
156482,52.19,1.660,-2.83,2.12,105.6,1277
156602,53.23,1.560,-3.16,1.79,105.6,1252
156720,52.59,1.496,-3.49,1.46,105.6,1267
156802,54.12,1.444,-3.71,1.24,105.6,1257
156920,54.35,1.428,-4.04,0.91,105.6,1226
157001,54.01,1.404,-4.26,0.69,105.6,1234
157121,53.10,1.352,-4.59,0.36,105.6,1229
157201,56.41,1.368,-4.81,0.14,105.6,1206
157281,56.37,1.356,-5.03,-0.08,105.6,1207
157362,56.22,1.344,-5.25,-0.30,105.6,1210
157482,58.10,1.380,-5.57,-0.63,105.6,1171
157600,57.36,1.332,-5.90,-0.96,105.6,1186
157680,58.04,1.360,-6.12,-1.18,105.6,1172
157760,58.59,1.368,-6.34,-1.40,105.6,1161
157841,58.21,1.372,-6.56,-1.62,105.6,1169
157920,59.20,1.392,-6.78,-1.83,105.6,1149
158000,59.73,1.392,-7.00,-2.05,105.6,1139
158081,59.78,1.388,-7.22,-2.27,105.6,1138
158201,59.29,1.396,-7.55,-2.60,105.6,1124
158280,59.40,1.384,-7.77,-2.82,105.6,1122
158362,58.95,1.404,-7.98,-3.03,105.6,1107
158481,59.48,1.400,-8.25,-3.30,105.6,1097
158561,59.27,1.388,-8.44,-3.49,105.6,1101
158640,59.99,1.388,-8.62,-3.67,105.6,1088
158721,60.92,1.408,-8.80,-3.85,105.6,1071
158840,60.75,1.408,-9.08,-4.13,105.6,1074
158920,61.75,1.412,-9.26,-4.31,105.6,1057
159001,63.46,1.432,-9.44,-4.49,105.6,1050
159082,64.61,1.436,-9.63,-4.68,105.6,1053
159202,66.49,1.452,-9.90,-4.95,105.6,1044
159320,70.97,1.484,-10.18,-5.23,105.6,1037
159400,74.14,1.508,-10.36,-5.41,105.6,1030
159481,75.56,1.544,-10.54,-5.59,105.6,1029
159601,78.34,1.592,-10.54,-5.87,105.6,1028
159681,79.84,1.632,-8.75,-6.05,105.6,1026
159761,81.52,1.708,-8.57,-6.23,105.6,1022
159841,84.74,1.760,-8.39,-6.35,105.6,1016
159920,85.16,1.808,-8.20,-6.35,105.6,1011
160001,84.91,1.840,-8.02,-4.42,105.6,1014
160081,85.67,1.868,-7.84,-4.24,105.6,1021
160162,86.54,1.880,-7.65,-4.06,105.6,1027
160280,87.11,1.920,-7.38,-3.78,105.6,1036
160361,88.55,1.944,-7.20,-3.60,105.6,1035
160440,93.47,1.988,-7.01,-3.41,105.6,1025
160521,98.49,2.044,-6.83,-3.23,105.6,1015
160641,102.56,2.120,-6.55,-2.96,105.6,1029
160761,107.01,2.224,-6.28,-2.68,105.6,1038
160880,108.26,2.296,-5.97,-2.37,105.6,1039
160961,111.25,2.352,-5.75,-2.15,105.6,1036
161040,111.73,2.400,-5.53,-1.93,105.6,1044
161121,114.72,2.440,-5.31,-1.71,105.6,1053
161242,118.37,2.516,-4.98,-1.38,105.6,1044
161361,119.55,2.584,-4.65,-1.05,105.6,1057
161441,122.10,2.624,-4.43,-0.83,105.6,1069
161521,124.24,2.680,-4.21,-0.61,105.6,1073
161601,126.23,2.720,-3.99,-0.39,105.6,1078
161681,127.39,2.752,-3.77,-0.17,105.6,1090
161761,127.03,2.796,-3.55,0.05,105.6,1104
161842,128.39,2.828,-3.33,0.27,105.6,1114
161961,128.11,2.864,-2.95,0.65,105.6,1138
162042,128.20,2.880,-2.70,0.90,105.6,1159
162162,129.64,2.912,-2.31,1.29,105.6,1189
162241,131.08,2.932,-2.05,1.54,105.6,1197
