Time (msec),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Lambda Integrator - Bank 2 (%),* Lambda Integrator - Bank 1 (%)
100639,65.35,1742,1.648,21.75,1.74,-2.18
100719,65.03,1751,1.600,21.75,1.74,-2.51
100799,64.86,1734,1.572,21.38,-0.49,-2.84
100880,64.86,1734,1.556,21.38,-0.82,-3.17
100960,64.40,1725,1.532,21.00,-1.15,-3.50
101040,63.49,1728,1.524,21.00,-1.48,-3.83
101120,63.49,1728,1.508,21.00,-1.81,-4.16
101201,63.63,1724,1.496,20.62,-2.14,-4.49
101319,63.85,1718,1.520,20.62,-0.43,-2.04
101400,64.04,1713,1.524,20.62,-0.10,-1.71
101481,63.89,1717,1.528,20.62,0.23,-1.38
101601,64.82,1692,1.532,20.25,0.72,-0.88
101719,63.70,1722,1.540,20.62,1.22,-0.39
101800,70.37,1697,1.592,20.62,1.55,-0.06
101881,78.04,1708,1.620,21.00,1.88,-0.06
102000,83.40,1698,1.736,21.75,2.37,-0.06
102082,89.74,1702,1.820,21.75,2.70,-0.06
102201,98.72,1702,1.988,22.50,3.20,-0.06
102321,101.50,1710,2.144,23.25,3.73,-0.06
102440,102.71,1717,2.256,23.62,4.28,-0.06
102521,103.15,1696,2.308,23.62,4.65,-0.06
102640,103.13,1710,2.364,24.00,5.20,0.22
102720,104.93,1707,2.396,23.62,5.38,0.58
102799,104.13,1707,2.436,23.62,5.38,0.95
102880,102.58,1719,2.448,24.00,5.38,0.95
102959,103.20,1709,2.440,24.00,5.38,0.95
103041,100.46,1714,2.424,24.00,5.38,0.95
103159,91.65,1712,2.360,24.00,5.38,0.95
103240,82.96,1724,2.264,23.62,5.38,0.95
103319,78.57,1714,2.148,23.25,3.07,0.95
103400,75.88,1720,2.048,22.88,2.70,0.95
103480,74.10,1724,1.924,22.50,2.37,-1.23
103560,71.90,1719,1.852,22.50,2.05,-1.56
103640,71.41,1711,1.792,22.12,1.72,-1.89
103761,68.34,1727,1.712,21.75,1.22,-2.39
103881,68.34,1727,1.644,21.75,0.73,-2.88
104000,66.39,1736,1.612,21.75,0.23,-3.38
104121,64.74,1716,1.560,21.38,-0.26,-3.87
104201,61.22,1724,1.564,21.00,-0.59,-2.08
104319,61.47,1694,1.520,20.62,-1.09,-1.58
104401,59.84,1694,1.516,20.25,-1.42,-1.25
104522,58.02,1699,1.496,19.88,-1.91,-0.76
104639,57.06,1703,1.472,19.88,-2.40,-0.26
104719,59.01,1694,1.456,19.88,-2.73,-0.14
104799,57.91,1678,1.444,19.50,-3.06,-0.14
104880,56.92,1683,1.432,19.50,-3.39,-0.14
104960,57.02,1680,1.436,19.50,-3.72,-0.14
105040,56.96,1682,1.436,19.50,-2.01,-0.14
105120,57.17,1676,1.432,19.50,-1.68,-0.14
105199,57.91,1678,1.424,19.50,-1.35,-0.14
105280,56.85,1685,1.428,19.50,-1.02,-0.14
105361,58.74,1678,1.428,19.50,-0.69,-0.14
105479,58.40,1688,1.432,19.50,-0.20,-0.14
105559,60.18,1684,1.412,19.50,0.13,-2.45
105639,63.34,1688,1.420,19.88,0.46,-2.78
105719,67.26,1672,1.464,19.88,0.79,-3.11
105799,69.72,1653,1.480,20.25,1.11,-3.43
105880,80.69,1652,1.772,20.62,1.40,-3.72
105960,105.06,1652,1.788,21.75,1.70,-4.02
106080,115.51,1647,2.428,22.50,2.15,-1.85
106160,116.61,1667,2.580,23.25,2.49,-1.51
106239,122.25,1647,2.640,23.25,2.86,-1.15
106320,127.80,1619,2.772,23.25,3.19,-0.82
106400,124.17,1655,2.848,23.62,3.23,-0.74
106480,129.49,1630,2.884,23.25,3.23,-0.74
106560,134.96,1636,2.992,23.62,3.23,-0.74
106641,148.44,1637,3.172,23.62,3.23,-0.74
106760,171.87,1632,3.704,22.88,3.23,-0.74
106840,179.90,1644,4.084,22.88,3.23,-0.74
106920,182.72,1634,4.204,22.50,0.79,-0.74
106999,183.51,1642,4.232,22.50,0.28,-3.18
107080,180.75,1644,4.252,22.50,-0.25,-3.70
107159,189.25,1651,4.272,22.50,-0.80,-4.25
107240,215.57,1662,4.468,22.12,-1.35,-4.81
107319,226.86,1671,4.912,22.12,-1.94,-5.40
107399,227.58,1678,5.224,21.38,-2.58,-3.00
107480,226.37,1687,5.364,21.38,-3.24,-2.34
107560,221.86,1690,5.376,21.38,-1.69,-1.67
107681,223.68,1701,5.392,21.75,-0.91,-0.71
107800,223.62,1714,5.420,21.75,-0.91,-0.71
107920,216.73,1730,5.400,22.12,-0.91,-0.71
108000,218.38,1736,5.360,22.12,-0.91,-0.71
108081,218.17,1744,5.328,22.50,-0.91,-0.71
108201,219.85,1756,5.304,22.50,-0.91,-0.71
108320,219.13,1768,5.284,22.50,-0.91,-0.71
108400,219.21,1780,5.272,22.50,-0.82,-0.71
108481,220.57,1788,5.256,22.50,-0.05,-0.33
108601,216.54,1802,5.280,22.88,1.10,0.82
108721,191.37,1814,5.124,22.88,2.24,1.96
108840,161.66,1821,4.804,24.00,3.31,3.03
108921,154.79,1830,4.592,24.38,3.73,3.53
109040,125.34,1839,4.012,25.12,3.73,3.53
109121,99.93,1834,3.692,25.50,3.73,3.53
109239,86.50,1846,3.012,25.50,3.73,3.53
109320,83.95,1836,2.712,25.50,3.73,3.53
109441,82.17,1842,2.548,25.12,3.73,3.53
109560,80.92,1836,2.344,25.12,3.73,3.53
109681,79.55,1833,2.224,24.75,1.35,1.31
109801,80.44,1830,2.140,24.38,0.75,0.70
109920,79.59,1832,2.072,24.00,0.14,0.10
110040,80.61,1826,2.016,23.62,-0.46,-0.50
110160,80.10,1820,1.964,23.25,-1.03,-1.07
110280,78.81,1815,1.936,23.25,-1.58,-1.62
110400,80.42,1813,1.904,22.88,-2.13,-2.17
110480,79.78,1810,1.880,22.88,-2.49,-2.54
110560,79.14,1807,1.864,22.88,-2.86,-2.90
110640,79.23,1805,1.852,22.88,-3.23,-3.27
110760,81.22,1795,1.836,22.88,-3.78,-3.82
110841,80.59,1792,1.832,22.88,-4.11,-4.16
110920,81.22,1795,1.820,22.88,-4.45,-4.50
111000,79.72,1794,1.812,22.88,-2.74,-4.83
111081,79.99,1788,1.836,22.88,-2.41,-2.95
111200,80.76,1771,1.840,22.50,-1.92,-2.45
111320,79.06,1774,1.848,22.50,-1.42,-1.96
111441,80.52,1776,1.856,22.50,-0.93,-1.47
111560,80.44,1778,1.868,22.50,-0.43,-0.97
111641,80.06,1769,1.864,22.50,-0.10,-0.64
111761,81.07,1764,1.884,22.50,0.39,-0.15
111880,80.99,1766,1.892,22.50,0.88,0.35
111960,81.22,1761,1.908,22.50,1.21,0.68
112040,81.81,1748,1.912,22.50,1.54,0.92
112160,82.01,1727,1.920,22.50,2.04,0.92
112280,79.61,1744,1.916,22.50,2.08,0.92
112359,80.23,1748,1.916,22.50,2.08,0.92
112440,87.64,1727,1.932,22.50,2.08,0.92
112520,100.40,1715,2.028,22.88,2.08,0.92
112639,104.76,1723,2.232,23.62,2.08,0.92
112720,106.37,1736,2.312,24.00,2.08,0.92
112840,109.62,1710,2.412,24.00,2.08,1.11
112920,106.88,1715,2.468,24.00,2.17,1.47
112999,109.30,1715,2.512,24.00,2.49,1.61
113079,108.94,1708,2.528,23.62,2.49,1.61
113159,106.56,1720,2.532,24.00,2.49,1.61
113241,105.25,1715,2.528,24.00,2.49,1.61
113360,107.81,1713,2.532,24.00,2.49,1.61
113439,107.31,1708,2.540,23.62,2.49,1.61
113519,109.13,1705,2.552,24.00,2.49,1.61
113601,106.95,1714,2.552,24.38,2.49,1.61
113720,108.07,1709,2.496,24.00,-0.01,-0.89
113841,108.64,1700,2.488,24.00,-0.55,-1.44
113961,105.57,1710,2.484,24.00,-1.10,-1.98
114079,129.79,1701,2.772,24.00,-1.65,-2.53
114159,175.71,1707,3.476,24.38,-2.05,-2.93
114239,211.88,1704,4.008,22.50,-2.51,-3.39
114319,236.82,1724,4.756,21.75,-3.06,-3.94
114400,241.67,1718,5.292,21.00,-1.60,-2.32
114480,237.75,1723,5.448,21.00,-0.92,-1.64
114560,231.44,1722,5.580,22.12,-0.30,-1.20
114641,227.41,1722,5.632,21.75,-0.30,-1.20
114759,218.74,1733,5.520,22.12,-0.30,-1.20
114840,192.21,1741,5.284,22.50,-0.30,-1.20
114919,174.08,1739,4.896,23.25,-0.30,-1.20
115000,162.15,1747,4.472,24.00,-0.30,-1.20
115080,136.48,1750,4.088,24.75,-0.30,-1.20
115160,118.16,1751,3.844,25.12,-0.30,-1.20
115239,106.27,1764,3.608,25.12,-0.30,-1.20
115319,100.42,1756,3.024,25.12,-2.73,-3.51
115400,93.89,1760,2.788,25.12,-3.18,-3.96
115481,74.12,1761,2.384,24.38,-3.59,-4.37
115601,44.48,1748,1.784,21.00,-4.17,-4.94
115720,44.86,1733,1.636,16.88,-4.71,-5.49
115801,44.48,1717,1.512,14.62,-5.05,-5.83
115920,42.76,1753,1.416,10.88,-5.54,-3.54
116000,43.71,1715,1.384,8.62,-5.87,-3.21
116081,42.85,1717,1.356,6.00,-6.20,-3.21
116199,42.95,1713,1.300,2.62,-4.49,-3.21
116280,43.25,1701,1.296,0.00,-4.16,-3.21
116401,42.57,1696,1.244,-3.75,-3.67,-3.21
116481,42.97,1680,1.172,-3.75,0.00,0.00
116600,43.06,1677,1.152,-3.75,0.00,0.00
116680,43.44,1662,1.148,-3.75,0.00,0.00
116760,41.94,1655,1.132,-3.75,0.00,0.00
116839,42.19,1645,1.112,-3.75,0.00,0.00
116921,42.51,1633,1.120,-4.12,0.00,0.00
117041,41.94,1622,1.076,-4.12,0.00,0.00
117161,42.44,1603,1.060,-4.12,0.00,0.00
117280,41.94,1589,1.116,-4.12,0.00,0.00
117360,42.04,1585,1.120,-4.50,0.00,0.00
117440,42.10,1583,1.116,-4.50,0.00,0.00
117521,41.45,1574,1.100,-4.50,0.00,0.00
117641,42.00,1554,1.108,-4.88,0.00,0.00
117761,46.28,1410,0.624,-6.75,0.00,0.00
117880,55.58,1224,0.860,-9.00,0.00,0.00
117960,63.17,1121,1.480,-10.88,0.00,0.00
118040,71.56,1009,2.928,7.12,0.00,0.00
118121,98.87,969,2.116,7.88,0.00,0.02
118240,99.78,974,2.428,9.38,0.28,0.30
118320,96.54,978,2.536,9.38,0.46,0.48
118400,93.81,977,2.532,9.38,0.64,0.66
118521,86.43,980,2.376,9.38,0.92,0.94
118642,78.59,1007,2.320,10.50,1.08,1.01
118760,70.94,1057,2.140,12.38,1.08,1.01
118841,68.17,1100,2.008,13.88,1.08,1.01
118961,66.79,1185,1.808,15.38,1.08,1.01
119080,73.76,1280,1.784,17.25,1.08,1.01
119161,68.38,1340,1.796,18.38,1.08,1.01
119281,62.45,1445,1.796,19.50,1.08,1.01
119400,58.48,1567,1.704,20.62,1.08,1.01
119480,57.85,1632,1.596,20.62,1.37,-1.21
119560,56.75,1688,1.528,20.62,1.69,-1.53
119640,56.43,1747,1.500,20.62,2.01,-1.85
119721,56.47,1795,1.472,20.62,2.34,-2.18
119839,57.42,1862,1.440,20.62,2.88,-2.72
119920,58.48,1899,1.416,20.62,3.25,-3.09
120000,57.98,1940,1.412,21.00,3.61,-3.45
120080,59.57,1981,1.444,21.00,4.02,-1.73
120160,60.52,2019,1.460,21.38,4.42,-1.33
120239,62.64,2017,1.472,21.38,4.82,-0.93
120319,64.74,1973,1.480,21.38,5.22,-0.53
120400,63.17,1956,1.492,21.00,5.63,-0.12
120481,62.28,1984,1.508,21.38,6.03,0.28
120600,64.10,1971,1.524,21.38,6.63,0.88
120681,63.76,1938,1.524,21.00,7.04,1.29
120800,61.56,1940,1.532,21.00,7.31,1.85
120880,61.71,1935,1.528,21.00,7.31,1.90
120960,62.74,1925,1.516,21.00,7.31,1.90
121039,63.02,1917,1.524,21.00,7.31,1.90
121120,62.30,1917,1.516,21.00,7.31,1.90
121199,61.62,1915,1.528,21.00,7.31,1.90
121280,60.71,1898,1.520,21.00,7.31,1.90
121359,56.75,1884,1.496,20.25,7.31,1.90
121439,52.28,1886,1.460,18.38,7.31,1.90
121521,49.48,1880,1.412,16.12,5.17,1.90
121640,47.83,1858,1.356,13.50,4.62,1.90
121719,48.04,1850,1.308,11.25,4.25,1.90
121800,46.79,1840,1.264,9.38,3.89,-0.38
121880,47.15,1826,1.240,7.12,3.52,-0.75
121959,46.64,1816,1.220,5.25,3.16,-1.11
122040,45.43,1803,1.212,3.38,2.82,-1.45
122120,45.73,1791,1.172,1.12,2.49,-1.78
122199,45.09,1786,1.188,-0.75,4.20,0.34
122281,45.47,1771,1.200,-3.38,4.53,0.67
122400,45.41,1743,1.072,-3.38,0.00,0.00
122480,47.17,1737,1.172,-1.88,0.00,0.00
122600,50.56,1730,1.208,6.75,0.08,0.04
122679,53.44,1715,1.240,12.38,0.41,0.37
122761,54.75,1699,1.268,17.25,0.74,0.70
122881,57.66,1710,1.340,19.12,1.24,1.20
122961,60.12,1686,1.376,19.50,1.57,1.53
123080,59.97,1690,1.416,19.12,2.06,2.02
123160,60.05,1688,1.440,19.88,2.39,2.35
123240,60.88,1665,1.476,19.50,2.72,2.68
123320,62.47,1667,1.504,19.88,3.05,3.01
123401,62.55,1665,1.524,19.88,3.38,3.05
123521,62.81,1658,1.528,19.88,3.87,3.05
123640,63.53,1639,1.548,19.88,4.20,3.05
123721,64.90,1647,1.556,19.88,4.20,3.05
123846,73.89,1635,1.628,20.62,4.20,3.05
123960,76.96,1642,1.692,21.00,4.20,3.05
124040,76.62,1649,1.752,21.00,4.20,3.05
124121,78.89,1637,1.788,21.38,4.20,3.05
124241,80.18,1645,1.820,21.75,4.20,0.80
124360,80.65,1653,1.852,21.75,4.20,0.36
124440,81.18,1642,1.868,21.75,2.02,0.06
124520,80.92,1647,1.880,21.75,1.72,-0.23
124601,82.17,1656,1.896,22.12,1.43,-0.52
124681,83.59,1661,1.900,22.12,1.12,-0.84
124800,88.55,1662,1.932,22.12,0.62,-1.33
124881,95.02,1666,2.004,22.50,0.29,-1.66
125000,101.75,1692,2.116,22.88,-0.22,-2.17
125080,105.12,1704,2.212,23.62,1.74,-2.54
125161,107.31,1721,2.336,24.00,2.10,-0.40
125241,108.92,1721,2.412,24.00,2.47,-0.03
125321,110.57,1708,2.480,23.62,2.84,0.33
125440,110.68,1744,2.544,24.75,3.34,0.88
125520,112.35,1755,2.576,24.75,3.34,0.97
125600,115.78,1751,2.632,24.75,3.34,0.97
125679,116.25,1768,2.676,24.75,3.34,0.97
125762,121.63,1781,2.740,25.12,3.34,0.97
125879,126.44,1790,2.844,25.12,3.34,0.97
125962,125.61,1813,2.908,25.50,3.34,0.97
126081,132.54,1823,3.000,25.50,3.34,0.97
126200,133.39,1853,3.016,25.88,0.49,-1.50
126280,134.98,1862,3.040,25.88,0.01,-1.97
126359,135.36,1867,3.132,25.88,-0.47,-0.12
126441,137.84,1894,3.188,25.88,-0.96,0.38
126559,134.49,1910,3.220,26.25,-1.73,1.15
126639,134.51,1920,3.256,25.88,-2.24,1.66
126720,132.08,1945,3.256,26.25,0.08,2.17
126800,135.74,1954,3.272,25.88,0.59,2.69
126880,135.11,1963,3.280,26.25,1.12,3.01
126960,132.78,1987,3.280,26.62,1.67,3.01
127039,133.31,2000,3.260,26.62,2.22,3.01
127120,130.57,2010,3.244,26.62,2.70,3.01
127200,131.76,2034,3.232,26.62,2.70,3.01
127282,131.55,2048,3.232,26.62,2.70,3.01
127401,131.00,2067,3.200,26.62,2.70,3.01
127480,129.87,2085,3.200,26.62,2.70,3.01
127560,130.09,2103,3.180,26.62,2.70,3.01
127639,128.81,2113,3.100,26.62,2.70,0.58
127720,127.37,2126,3.072,26.62,2.70,-0.01
127799,126.29,2144,3.028,26.62,2.70,-0.57
127879,125.83,2163,2.972,26.62,2.70,-1.15
127960,125.02,2177,2.952,26.62,0.12,-1.74
128041,122.27,2192,2.900,26.62,-0.47,-2.32
128160,123.14,2199,2.848,26.62,-1.35,-3.20
128241,120.36,2215,2.888,26.62,-1.93,-0.83
128359,122.80,2239,2.880,26.62,-2.81,0.04
128441,120.30,2251,2.888,26.62,-1.03,0.63
128520,120.06,2267,2.872,27.00,-0.44,1.22
128601,116.88,2281,2.864,27.00,0.14,1.22
128720,115.76,2291,2.808,27.00,1.02,1.22
128800,118.07,2305,2.808,27.00,1.31,1.22
128880,115.46,2321,2.788,27.00,1.31,1.22
128960,112.54,2332,2.752,27.00,1.31,1.22
129041,112.16,2340,2.724,26.62,1.31,1.22
129120,110.84,2355,2.652,26.62,1.31,1.22
129200,106.27,2365,2.616,26.62,1.31,1.22
129281,97.64,2375,2.512,26.62,1.31,1.22
129361,95.02,2382,2.356,26.62,1.31,-1.40
129440,91.22,2390,2.264,26.62,1.31,-1.98
129520,91.50,2398,2.184,26.25,1.31,-2.54
129600,88.45,2402,2.100,26.25,-1.14,-3.09
129681,88.51,2400,2.056,25.88,-1.65,-3.61
129761,86.54,2407,2.072,25.88,0.57,-1.25
129881,82.77,2416,2.020,25.50,1.35,-0.48
129961,81.54,2418,2.000,25.88,1.89,0.06
130042,79.72,2421,1.972,25.50,2.44,0.61
130160,77.94,2423,1.916,25.12,3.26,0.82
130241,76.43,2434,1.884,25.12,3.77,0.82
130361,75.31,2452,1.844,25.12,4.54,0.82
130440,75.88,2452,1.832,25.12,4.80,0.82
130560,71.03,2463,1.780,25.12,4.80,0.82
130680,69.88,2464,1.720,24.75,4.80,0.82
130799,67.62,2464,1.672,24.75,4.80,0.82
130879,66.98,2467,1.648,24.75,4.80,0.82
130960,66.47,2465,1.592,24.75,4.80,-1.68
131040,68.15,2465,1.576,24.38,4.80,-2.19
131120,66.43,2466,1.568,24.38,4.80,-2.70
131200,65.35,2465,1.548,24.38,4.80,-3.21
131280,65.63,2454,1.528,24.00,4.80,-3.73
131360,63.04,2467,1.492,24.00,2.30,-4.24
131441,63.40,2475,1.464,23.62,1.79,-4.75
131560,63.04,2467,1.444,23.62,1.02,-5.52
131641,62.68,2459,1.428,23.25,0.50,-6.03
131759,60.88,2463,1.416,23.25,-0.26,-6.80
131840,62.30,2452,1.392,23.25,-0.78,-7.32
131919,61.24,2449,1.388,22.88,-1.29,-7.83
132001,61.24,2449,1.368,22.88,-1.80,-8.34
132081,62.51,2443,1.408,22.88,-2.32,-5.82
132161,61.96,2443,1.412,22.88,0.20,-5.31
132240,61.98,2442,1.420,22.88,0.72,-4.80
132319,61.41,2442,1.432,22.88,1.23,-4.28
132401,61.56,2436,1.440,22.88,1.74,-3.77
132520,61.28,2447,1.448,22.88,2.51,-3.00
132600,61.68,2431,1.460,22.88,3.02,-2.49
132679,61.28,2424,1.464,22.88,3.54,-2.30
132760,62.91,2428,1.460,22.50,4.05,-2.30
132840,61.68,2431,1.460,22.88,4.05,-2.30
132920,61.77,2428,1.456,22.50,4.05,-2.30
133000,61.64,2433,1.452,22.50,4.05,-2.30
133080,60.05,2428,1.452,22.50,4.05,-2.30
133159,62.09,2415,1.448,22.50,4.05,-2.30
133241,60.39,2414,1.448,22.50,4.05,-2.30
133320,62.02,2418,1.452,22.50,4.05,-2.30
133401,61.39,2420,1.448,22.50,4.05,-2.30
133520,60.98,2413,1.448,22.50,4.05,-2.30
133600,60.60,2406,1.408,22.50,4.05,-4.89
133680,62.32,2406,1.404,22.50,4.05,-5.37
133760,60.77,2399,1.396,22.50,1.63,-5.84
133841,61.24,2403,1.392,22.50,1.16,-6.32
133960,61.32,2400,1.380,22.50,0.44,-7.03
134040,61.56,2391,1.380,22.50,-0.03,-7.51
134121,60.73,2401,1.364,22.50,-0.51,-7.98
134201,60.88,2395,1.364,22.50,-0.98,-8.46
134281,61.13,2385,1.348,22.50,-1.46,-8.94
134400,61.11,2386,1.348,22.50,-2.17,-9.65
134481,61.15,2384,1.368,22.50,-2.65,-7.88
134561,61.51,2370,1.376,22.50,-3.13,-7.40
134680,61.39,2375,1.384,22.50,-3.84,-6.69
134761,61.64,2365,1.392,22.50,-4.32,-6.21
134840,60.48,2365,1.396,22.50,-4.79,-5.74
134921,60.67,2357,1.404,22.50,-2.54,-5.26
135001,58.89,2358,1.404,22.50,-2.07,-4.84
135080,60.79,2352,1.400,22.50,-1.59,-4.84
135160,60.88,2349,1.404,22.50,-1.11,-4.84
135241,62.19,2344,1.412,22.50,-0.64,-4.84
135320,62.70,2347,1.412,22.50,-0.16,-4.84
135401,64.27,2333,1.424,22.50,0.31,-4.84
135481,62.70,2325,1.440,22.88,0.79,-4.84
135560,64.44,2327,1.524,22.88,1.27,-4.84
135639,66.94,2323,1.464,22.88,1.74,-4.84
135721,70.75,2316,1.496,23.25,2.22,-4.84
135841,73.55,2322,1.568,24.00,2.93,-4.84
135960,77.34,2316,1.636,24.38,3.65,-4.49
136041,79.31,2311,1.688,24.38,4.12,-4.01
136161,85.99,2309,1.784,24.75,4.84,-3.30
136281,90.42,2319,1.940,25.12,5.58,-2.55
136399,93.49,2332,2.040,25.50,6.35,-1.78
136480,92.05,2338,2.108,25.88,6.86,-1.27
136560,94.47,2337,2.132,25.88,7.18,-0.75
136640,94.34,2311,2.164,25.88,7.18,-0.24
136720,96.10,2312,2.200,25.88,7.18,0.14
136801,96.58,2329,2.220,25.88,7.18,0.14
136879,99.28,2336,2.260,26.25,7.18,0.14
136960,100.84,2327,2.288,26.25,7.18,0.14
137039,101.82,2332,2.336,26.62,7.18,0.14
137120,101.75,2347,2.356,26.62,7.18,0.14
137200,102.86,2349,2.376,26.62,7.18,0.14
137280,104.25,2344,2.396,26.62,7.18,0.14
137361,105.23,2349,2.424,26.62,7.18,0.14
137440,105.59,2354,2.440,26.62,4.64,0.14
137520,109.57,2357,2.424,26.62,4.06,-2.03
137600,111.84,2359,2.460,26.62,3.47,-2.62
137680,112.73,2365,2.484,26.62,2.88,-3.21
137761,112.05,2367,2.512,26.62,2.30,-3.79
137880,115.53,2368,2.536,26.62,1.42,-4.67
137962,113.88,2378,2.540,26.62,0.81,-5.28
138081,115.42,2382,2.528,27.00,-0.13,-6.22
138161,116.44,2385,2.520,27.00,-0.75,-6.84
138281,116.55,2395,2.608,27.00,-1.68,-4.45
138360,117.22,2393,2.644,27.00,-2.31,-3.83
138440,116.55,2395,2.648,27.00,-2.93,-3.21
138520,117.99,2401,2.692,27.00,-3.55,-2.58
138601,120.44,2398,2.712,27.00,-4.17,-1.96
138720,119.66,2402,2.760,27.00,-5.11,-1.65
138801,121.63,2409,2.756,27.00,-3.22,-1.65
138880,120.34,2423,2.780,27.00,-2.60,-1.65
139000,118.98,2439,2.772,27.00,-1.65,-1.65
139121,120.25,2448,2.756,27.00,-0.67,-1.65
139241,116.65,2464,2.764,27.00,-0.25,-1.65
139322,117.54,2469,2.740,27.00,-0.25,-1.65
139441,117.20,2476,2.668,27.00,-0.25,-3.91
139521,117.31,2474,2.644,27.00,-0.25,-4.57
139600,118.43,2474,2.636,27.00,-0.25,-5.23
139681,118.71,2480,2.612,27.00,-0.25,-5.88
139761,118.09,2481,2.672,27.00,-0.25,-3.64
139840,118.05,2482,2.684,27.00,-0.25,-2.98
139921,119.58,2485,2.704,27.00,-0.25,-2.32
140040,116.18,2498,2.728,27.00,-3.09,-1.33
140120,116.82,2496,2.720,27.00,-3.75,-0.67
140200,116.59,2501,2.748,27.00,-4.41,-0.18
140281,117.71,2501,2.744,27.00,-2.00,-0.18
140400,117.10,2502,2.736,27.00,-1.01,-0.18
140480,118.39,2510,2.748,27.00,-0.35,-0.18
140562,120.83,2517,2.768,27.00,0.31,-0.18
140680,125.42,2513,2.852,27.00,1.30,-0.18
140762,123.58,2517,2.900,27.00,1.71,-0.18
140881,127.84,2520,2.952,27.00,1.71,-0.18
141000,124.19,2527,2.856,27.00,1.71,-2.61
141080,124.75,2527,2.836,27.00,1.71,-3.31
141160,126.67,2532,2.820,27.38,1.71,-4.00
141241,125.74,2529,2.812,27.38,1.71,-4.70
141359,124.89,2535,2.856,27.38,1.71,-2.82
141439,125.55,2544,2.876,27.38,1.71,-2.13
141520,123.35,2544,2.892,27.38,-0.55,-1.43
141600,125.55,2544,2.908,27.38,-1.25,-0.73
141680,123.11,2549,2.908,27.38,-1.94,-0.04
141800,123.30,2545,2.908,27.38,-2.96,0.13
141880,122.92,2553,2.900,27.38,-3.62,0.13
141960,120.06,2556,2.876,27.38,-1.74,0.13
142040,119.66,2553,2.856,27.38,-1.08,0.13
142119,121.65,2557,2.852,27.38,-0.42,0.13
142199,120.51,2558,2.832,27.38,0.24,0.13
142279,117.12,2561,2.800,27.38,0.90,0.13
142359,112.90,2558,2.728,27.38,1.31,0.13
142441,100.50,2556,2.636,27.00,1.31,0.13
142521,91.67,2560,2.428,27.00,1.31,-2.20
142640,83.11,2556,2.228,27.00,1.31,-3.13
142720,83.72,2554,2.100,26.62,1.31,-3.72
142801,82.66,2553,2.000,26.25,1.31,-4.27
142919,83.38,2548,1.912,25.88,1.31,-5.10
143000,82.41,2544,1.896,25.88,1.31,-3.54
143080,83.09,2540,1.896,25.50,1.31,-2.99
143161,82.75,2534,1.892,25.50,-1.14,-2.45
143241,81.88,2527,1.896,25.50,1.24,-1.90
143360,83.04,2525,1.916,25.50,2.06,-1.07
143440,83.11,2523,1.932,25.50,2.61,-0.52
143520,83.19,2520,1.936,25.50,3.16,0.03
143600,81.54,2520,1.952,25.50,3.71,0.58
143681,82.73,2518,1.968,25.50,4.26,1.06
143760,81.22,2513,1.960,25.50,4.81,1.06
143841,83.09,2507,1.964,25.50,4.81,1.06
143960,83.32,2500,1.964,25.50,4.81,1.06
144041,82.20,2500,1.968,25.50,4.81,1.06
144161,83.64,2490,1.960,25.50,4.81,1.06
144281,82.11,2486,1.964,25.50,4.81,1.06
144400,82.24,2482,1.960,25.50,4.81,1.06
144480,83.02,2475,1.960,25.50,4.81,1.06
144561,82.66,2469,1.912,25.50,4.81,-1.53
144680,81.84,2460,1.900,25.50,2.36,-2.36
144761,82.94,2461,1.884,25.50,1.81,-2.90
144881,82.45,2459,1.880,25.50,0.98,-3.73
145000,82.22,2449,1.860,25.50,0.16,-4.55
145081,81.75,2446,1.852,25.50,-0.39,-5.10
145202,82.45,2442,1.832,25.50,-1.21,-5.93
145320,82.56,2439,1.856,25.50,-2.04,-4.51
145400,82.75,2433,1.868,25.50,0.48,-3.96
145481,82.28,2430,1.872,25.50,1.03,-3.41
145601,82.28,2430,1.892,25.50,1.85,-2.59
145720,81.77,2428,1.892,25.50,2.68,-2.11
145800,81.81,2427,1.888,25.50,3.23,-2.11
145881,82.17,2416,1.884,25.12,3.23,-2.11
146000,83.23,2402,1.892,25.12,3.23,-2.11
146080,82.87,2396,1.888,25.12,3.23,-2.11
146161,80.03,2394,1.828,24.75,3.23,-2.11
146280,58.82,2384,1.752,21.75,3.23,-2.11
146361,58.10,2366,1.660,19.88,3.23,-2.11
146440,56.15,2374,1.592,17.62,3.23,-2.11
146521,55.37,2407,1.500,16.12,3.23,-4.34
146640,57.51,2366,1.432,13.12,3.23,-5.05
146761,56.81,2346,1.372,10.12,0.63,-5.77
146880,56.60,2355,1.336,7.12,-0.08,-6.48
146960,57.30,2326,1.328,5.25,-0.56,-6.96
147040,56.39,2315,1.316,3.00,-1.03,-7.44
147121,55.84,2313,1.300,1.12,-1.51,-7.91
147241,56.51,2285,1.324,-0.75,0.06,0.00
147361,55.98,2257,1.316,-0.75,0.00,0.00
147480,56.09,2253,1.308,-0.75,0.00,0.00
147600,55.69,2219,1.308,-0.75,0.00,0.00
147720,54.90,2200,1.304,-1.12,0.00,0.00
147839,54.03,2184,1.292,-1.12,0.00,0.00
147922,53.08,2171,1.288,-1.12,0.00,0.00
148040,52.34,2149,1.264,-1.12,0.00,0.00
148160,53.61,2124,1.276,-1.50,0.00,0.00
