Time (msec),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Idle speed controller (%),* Idle speed duty cycle (%),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Throttle adaptation (V),* Vehicle Speed (km/h),* Battery voltage (V),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
22881,103.5,0,228.24,1521,8.108,0.501,84.038,14.25,69.0,0.27,0.16,1.57,3.18,99,99,99,99,62.50,96.1,81.0,1.6,18.4,0.16,1,13.5,0.00,0.00,0.00,0.00
23081,103.5,0,213.07,1714,7.144,0.501,85.409,18.38,69.0,0.37,0.20,-0.25,1.37,99,99,99,99,65.75,96.1,81.0,1.6,18.4,0.13,1,13.5,0.00,0.00,0.00,0.00
23282,103.5,0,220.69,1680,6.628,0.501,85.635,17.62,69.0,0.39,0.21,-2.04,-0.43,99,99,99,99,66.75,96.1,81.0,1.6,18.8,0.12,1,13.5,0.00,0.00,0.00,0.00
23481,103.5,0,224.17,1592,6.516,0.501,84.191,15.75,69.0,0.41,0.21,-3.76,-2.15,99,99,99,99,64.25,96.1,81.0,1.6,18.4,0.11,1,13.5,0.00,0.00,0.00,0.00
23641,103.5,0,233.01,1484,6.752,0.501,82.659,13.12,69.0,0.41,0.20,-1.08,-0.53,98,98,99,99,62.25,96.1,81.8,1.2,18.4,0.11,0,13.4,0.00,0.00,0.00,0.00
23841,103.5,0,242.22,1353,7.040,0.501,82.576,11.62,69.0,0.39,0.20,0.42,0.96,98,98,99,99,59.00,96.1,81.8,1.2,18.4,0.13,0,13.4,0.00,0.00,0.00,0.00
24041,103.5,0,256.19,1263,7.432,0.501,82.877,10.12,69.0,0.39,0.20,1.85,2.39,98,98,99,99,58.25,96.1,81.8,1.2,18.4,0.16,0,13.5,0.00,0.00,0.00,0.00
24201,103.5,0,262.10,1208,7.752,0.501,83.310,8.62,69.0,0.39,0.20,2.97,3.51,98,98,99,99,57.00,96.1,81.8,1.2,18.4,0.15,0,13.4,0.00,0.00,0.00,0.00
24400,103.5,0,265.17,1173,8.132,0.501,83.304,7.50,69.0,0.39,0.20,4.34,4.89,98,98,99,99,56.00,96.1,81.8,1.2,18.4,0.16,0,13.5,0.00,0.00,0.00,0.00
24563,103.5,0,263.94,1168,8.332,0.501,82.998,7.12,69.0,0.37,0.20,5.45,6.00,99,99,99,99,55.50,96.1,81.8,1.6,18.0,0.16,6,13.5,0.00,0.00,0.00,0.00
24762,103.5,0,230.74,1330,8.016,0.501,82.670,10.12,69.0,0.37,0.20,4.09,7.22,99,99,99,99,55.25,96.1,82.5,1.6,18.0,0.16,6,13.5,0.00,0.00,0.00,0.00
24961,103.5,0,221.01,1420,7.328,0.501,81.849,12.38,69.0,0.39,0.21,2.54,3.83,99,99,99,99,56.50,96.1,82.5,1.2,18.0,0.13,6,13.5,0.00,0.00,0.00,0.00
25121,103.5,0,205.10,1537,6.944,0.501,80.753,14.25,69.0,0.37,0.21,1.29,2.58,99,99,99,99,56.75,96.1,82.5,1.2,18.0,0.13,6,13.5,0.00,0.00,0.00,0.00
25322,103.5,0,198.74,1649,6.312,0.501,81.113,18.75,69.0,0.39,0.21,-0.37,0.93,99,99,99,99,59.00,96.1,82.5,0.8,17.6,0.13,6,13.5,0.00,0.00,0.00,0.00
25520,103.5,0,186.79,1747,6.088,0.501,81.601,21.00,69.0,0.41,0.21,1.46,2.28,98,98,99,99,58.75,96.1,82.5,0.8,17.2,0.12,13,13.5,0.00,0.00,0.00,0.00
25680,103.5,0,186.41,1840,5.928,0.501,84.192,22.88,69.0,0.41,0.21,2.80,3.62,98,98,99,99,61.75,96.1,82.5,0.8,17.2,0.12,13,13.5,0.00,0.00,0.00,0.00
25841,103.5,0,182.66,1893,5.900,0.501,81.433,22.50,69.0,0.39,0.23,4.18,5.00,98,98,99,99,62.25,96.1,82.5,0.8,16.0,0.11,13,13.5,0.00,0.00,0.00,0.00
26001,103.5,0,171.55,1967,5.720,0.501,81.844,24.00,69.0,0.39,0.25,5.08,2.25,98,98,99,99,60.75,96.1,82.5,0.8,15.6,0.11,13,13.5,0.00,0.00,0.00,0.00
26162,103.5,0,173.67,2039,5.376,0.501,84.188,24.38,69.0,0.39,0.27,2.14,0.79,98,98,99,99,63.75,96.1,83.2,1.2,15.6,0.11,13,13.5,0.00,0.00,0.00,0.00
26362,103.5,0,175.37,2122,5.356,0.501,83.626,24.75,69.0,0.37,0.31,0.23,3.48,98,98,99,99,67.00,96.1,83.2,1.2,15.2,0.11,13,13.5,0.00,0.00,0.00,0.00
26561,103.5,0,169.58,2211,5.128,0.501,84.159,25.12,69.0,0.37,0.33,-1.76,1.88,97,97,98,98,67.50,96.1,83.2,1.2,15.2,0.11,17,13.5,0.00,0.00,0.00,0.00
26761,103.5,0,173.74,2238,4.928,0.501,71.550,25.50,69.0,0.39,0.33,-0.70,-0.13,97,97,98,98,70.00,96.1,83.2,1.2,12.9,0.11,17,13.5,0.00,0.00,0.00,0.00
26921,103.5,0,40.24,2312,3.496,0.501,47.590,23.25,69.0,0.41,0.31,0.88,-1.71,97,97,98,98,16.75,96.1,83.2,0.0,0.0,0.12,17,12.9,0.00,0.00,0.00,0.00
27081,103.5,0,56.96,2340,2.200,0.501,47.567,3.75,69.0,0.41,0.33,-1.14,-2.54,97,97,98,98,24.00,96.1,83.2,0.0,0.0,0.19,17,13.2,0.00,0.00,0.00,0.00
27241,103.5,0,55.88,2112,1.920,0.501,44.690,2.25,69.0,0.39,0.31,-1.14,-2.54,97,97,98,98,21.25,96.1,83.2,0.0,0.0,0.18,17,13.5,0.00,0.00,0.00,0.00
27401,103.5,0,54.48,1886,1.708,0.501,40.642,0.75,69.0,0.37,0.31,-1.14,-2.54,97,97,98,98,18.50,96.1,83.2,0.0,0.0,0.18,17,13.5,0.00,0.00,0.00,0.00
27563,103.5,0,57.83,1681,1.812,0.501,44.581,-0.75,68.2,0.35,0.31,1.19,-0.17,98,98,99,99,17.50,96.1,83.2,0.0,6.6,0.18,20,13.4,0.00,0.00,0.00,0.00
27761,103.5,0,94.40,1574,2.104,0.501,50.579,12.75,68.2,0.33,0.27,1.95,0.58,98,98,99,99,26.75,96.1,83.2,0.0,10.2,0.19,20,12.9,0.00,0.00,0.00,0.00
27962,103.5,0,111.42,1346,2.564,0.501,51.509,18.00,68.2,0.29,0.25,2.65,1.28,98,98,99,99,27.00,96.1,83.2,0.0,10.9,0.16,20,13.0,0.00,0.00,0.00,0.00
28161,103.5,0,137.40,1334,3.576,0.501,56.219,18.00,68.2,0.27,0.21,3.31,1.95,98,98,99,99,33.00,96.1,83.2,0.0,12.5,0.16,20,13.2,0.00,0.00,0.00,0.00
28361,103.5,0,152.65,1319,3.904,0.501,58.260,18.00,68.2,0.25,0.20,4.05,2.68,98,98,99,99,36.25,96.1,83.2,0.0,13.3,0.14,20,13.5,0.00,0.00,0.00,0.00
28562,103.5,0,151.93,1380,4.524,0.501,57.884,18.00,68.2,0.23,0.20,4.12,2.94,98,98,99,99,37.75,96.1,83.2,0.0,13.3,0.14,19,13.5,0.00,0.00,0.00,0.00
28762,103.5,0,157.21,1325,4.548,0.501,58.609,16.88,68.2,0.25,0.18,4.12,2.94,98,98,99,99,37.50,96.1,83.2,0.0,13.3,0.13,19,13.5,0.00,0.00,0.00,0.00
28960,103.5,0,153.37,1349,4.640,0.501,58.910,17.25,68.2,0.27,0.20,4.12,2.94,98,98,99,99,37.25,96.1,83.2,0.0,13.3,0.15,19,13.4,0.00,0.00,0.00,0.00
29121,103.5,0,153.18,1387,4.724,0.501,60.021,18.00,69.0,0.29,0.20,4.12,2.94,98,98,99,99,38.25,96.1,83.2,0.0,13.3,0.14,19,13.5,0.00,0.00,0.00,0.00
29281,103.5,0,155.07,1370,4.580,0.501,58.385,17.25,69.0,0.33,0.20,1.45,0.47,98,98,99,99,38.25,96.1,83.2,0.0,12.5,0.13,19,13.5,0.00,0.00,0.00,0.00
29442,103.5,0,140.15,1407,4.464,0.501,56.065,18.00,69.0,0.33,0.20,0.65,-0.33,98,98,99,99,35.50,96.1,83.2,0.0,11.7,0.13,19,13.5,0.00,0.00,0.00,0.00
29600,103.5,0,127.50,1405,4.136,0.501,53.448,18.75,69.0,0.33,0.20,-0.09,-1.07,99,99,99,99,32.25,96.1,83.2,0.0,10.9,0.13,20,13.5,0.00,0.00,0.00,0.00
29762,103.5,0,115.80,1415,3.820,0.501,50.411,19.12,69.0,0.35,0.21,-0.80,-1.78,99,99,99,99,29.50,96.1,83.2,0.0,9.8,0.14,20,13.5,0.00,0.00,0.00,0.00
29960,103.5,0,94.19,1430,3.256,0.501,47.286,19.50,69.0,0.33,0.20,-1.63,-2.61,99,99,99,99,24.25,96.1,83.2,0.0,8.2,0.15,20,13.5,0.00,0.00,0.00,0.00
30122,103.5,0,89.36,1414,2.932,0.501,46.012,19.50,69.0,0.31,0.18,-2.22,-3.20,99,99,99,99,22.75,96.1,83.2,0.0,7.4,0.17,20,13.5,0.00,0.00,0.00,0.00
30321,103.5,0,80.99,1423,2.596,0.501,44.784,19.12,69.0,0.29,0.18,-2.95,-3.93,99,99,99,99,20.75,96.1,83.2,0.0,7.0,0.18,20,13.5,0.00,0.00,0.00,0.00
30480,103.5,0,79.38,1417,2.412,0.501,44.376,19.12,69.0,0.27,0.18,-3.53,-4.51,99,99,99,99,20.25,96.1,83.2,0.0,6.6,0.19,20,13.5,0.00,0.00,0.00,0.00
30640,103.5,0,77.58,1414,2.272,0.501,43.987,18.75,69.0,0.27,0.16,-4.04,-2.36,99,99,99,99,19.75,96.1,84.0,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
30802,103.5,0,77.41,1399,2.252,0.501,44.103,18.38,69.0,0.27,0.18,-2.14,-1.84,99,99,99,99,19.50,96.1,84.0,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
31001,103.5,0,77.03,1388,2.224,0.501,44.318,18.38,69.0,0.27,0.18,-1.50,-1.20,99,99,99,99,19.25,96.1,84.0,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
31161,103.5,0,77.70,1376,2.240,0.501,44.518,18.00,69.0,0.25,0.18,-0.99,-0.69,99,99,99,99,19.25,96.1,84.0,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
31322,103.5,0,77.60,1378,2.264,0.501,44.681,18.00,69.0,0.23,0.18,-0.48,-0.18,99,99,99,99,19.25,96.1,84.0,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
31522,103.5,0,82.11,1353,2.296,0.501,44.742,17.62,69.0,0.23,0.18,0.16,0.46,99,99,99,99,20.00,96.1,84.0,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
31720,104.2,0,83.43,1348,2.360,0.501,44.942,17.62,69.0,0.23,0.18,0.80,1.10,99,99,99,99,20.25,96.1,84.8,0.0,6.2,0.19,20,13.5,0.00,0.00,0.00,0.00
31881,104.2,0,83.64,1328,2.388,0.501,45.107,17.25,69.0,0.23,0.18,0.80,1.62,99,99,99,99,20.00,96.1,84.8,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
32041,104.2,0,84.89,1325,2.420,0.501,45.260,17.25,69.0,0.23,0.18,0.80,2.13,99,99,99,99,20.25,96.1,84.8,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
32240,103.5,0,87.05,1308,2.464,0.501,45.342,17.25,69.0,0.21,0.16,0.80,2.58,99,99,99,99,20.50,96.1,84.8,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
32400,103.5,0,89.40,1289,2.520,0.501,45.608,17.25,69.0,0.21,0.18,0.80,2.58,99,99,99,99,20.75,96.1,84.8,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
32562,103.5,0,92.22,1280,2.516,0.501,45.821,16.88,69.0,0.21,0.18,-1.52,2.58,99,99,99,99,21.25,96.1,84.8,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
32762,104.2,0,93.68,1260,2.552,0.501,46.015,16.50,69.0,0.21,0.18,-2.13,2.58,99,99,99,99,21.25,96.1,85.5,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
32961,104.2,0,94.47,1264,2.608,0.501,46.461,16.88,69.0,0.21,0.16,-2.68,0.40,99,99,99,99,21.50,96.1,85.5,0.0,6.2,0.18,20,13.5,0.00,0.00,0.00,0.00
33121,104.2,0,99.42,1243,2.736,0.501,47.256,16.88,69.0,0.20,0.18,-0.59,-0.04,99,99,99,99,22.25,96.1,86.2,0.0,6.6,0.18,20,13.5,0.00,0.00,0.00,0.00
33321,104.2,0,112.16,1238,2.900,0.501,50.269,16.50,69.0,0.20,0.18,-0.00,-0.63,99,99,99,99,25.00,96.1,86.2,0.0,7.4,0.17,20,13.5,0.00,0.00,0.00,0.00
33521,104.2,0,132.67,1235,3.284,0.501,52.858,16.88,69.0,0.21,0.16,0.64,1.39,99,99,99,99,29.50,96.1,86.2,0.0,8.2,0.17,19,13.4,0.00,0.00,0.00,0.00
33722,104.2,0,155.92,1229,3.792,0.501,58.962,16.50,69.0,0.21,0.16,1.28,2.03,99,99,99,99,34.50,96.1,87.0,0.0,9.4,0.16,19,13.4,0.00,0.00,0.00,0.00
33921,104.2,0,189.97,1250,4.940,0.501,63.219,15.00,69.0,0.25,0.16,2.02,2.78,99,99,99,99,42.75,96.1,87.0,0.0,10.2,0.15,19,13.4,0.00,0.00,0.00,0.00
34120,104.2,0,199.02,1256,5.636,0.501,65.049,14.62,69.0,0.33,0.18,3.00,3.75,99,99,99,99,45.00,96.1,87.0,0.0,10.5,0.15,19,13.4,0.00,0.00,0.00,0.00
34282,104.2,0,194.95,1275,5.868,0.501,65.632,15.75,69.0,0.37,0.20,3.91,4.66,99,99,99,99,44.75,96.1,87.0,0.0,10.5,0.15,19,13.5,0.00,0.00,0.00,0.00
34481,104.2,0,195.63,1299,5.940,0.501,66.511,14.25,69.0,0.41,0.20,4.27,5.32,99,99,99,99,45.75,96.1,87.0,0.0,10.5,0.15,19,13.4,0.00,0.00,0.00,0.00
34682,104.2,0,191.24,1336,5.968,0.501,66.581,14.62,69.0,0.45,0.21,4.27,5.32,99,99,99,99,46.00,96.1,87.8,0.0,10.5,0.14,20,13.3,0.00,0.00,0.00,0.00
34882,104.2,0,183.99,1366,5.940,0.501,66.647,15.00,69.0,0.47,0.21,4.27,5.32,99,99,99,99,45.25,96.1,87.8,0.0,10.5,0.14,20,13.4,0.00,0.00,0.00,0.00
35081,104.2,0,177.93,1397,5.620,0.501,66.753,16.12,69.0,0.49,0.23,0.94,2.31,99,99,99,99,44.75,96.1,87.8,0.0,10.5,0.13,20,13.5,0.00,0.00,0.00,0.00
35283,104.2,0,177.93,1436,5.456,0.501,66.688,17.25,69.0,0.51,0.23,-0.33,1.04,99,99,99,99,46.00,96.1,87.8,0.0,10.5,0.14,20,13.4,0.00,0.00,0.00,0.00
35480,104.2,0,176.19,1458,5.528,0.501,67.152,17.25,69.0,0.49,0.23,2.57,2.39,99,99,99,99,46.25,96.1,87.8,0.0,10.5,0.13,20,13.5,0.00,0.00,0.00,0.00
35640,104.2,0,175.56,1495,5.536,0.501,67.483,17.62,69.0,0.53,0.23,3.56,3.39,99,99,99,99,47.25,96.1,87.0,0.0,10.5,0.13,21,13.4,0.00,0.00,0.00,0.00
35802,104.2,0,174.16,1507,5.576,0.501,67.611,18.00,69.0,0.55,0.23,4.59,4.41,99,99,99,99,47.25,96.1,87.0,0.0,10.5,0.13,21,13.5,0.00,0.00,0.00,0.00
36002,104.2,0,170.43,1548,5.464,0.501,67.875,18.75,69.0,0.55,0.21,4.72,5.25,99,99,99,99,47.50,96.1,87.0,0.0,10.5,0.12,21,13.5,0.00,0.00,0.00,0.00
36201,104.2,0,167.08,1579,5.404,0.501,67.983,19.88,69.0,0.59,0.21,4.72,5.25,99,99,99,99,47.50,96.1,87.0,0.0,10.5,0.12,21,13.5,0.00,0.00,0.00,0.00
36360,104.2,0,167.25,1594,5.352,0.501,68.324,20.62,69.0,0.62,0.21,4.72,5.25,99,99,99,99,48.00,96.1,87.0,0.0,10.5,0.12,21,13.5,0.00,0.00,0.00,0.00
36522,104.2,0,162.46,1624,5.252,0.501,66.263,21.38,69.0,0.62,0.23,2.47,5.25,99,99,99,99,47.50,96.1,87.0,0.0,10.2,0.12,23,13.5,0.00,0.00,0.00,0.00
36722,104.2,0,153.16,1650,4.876,0.501,64.216,22.12,69.0,0.64,0.23,1.19,2.30,99,99,99,99,45.50,96.1,86.2,0.0,9.8,0.12,23,13.5,0.00,0.00,0.00,0.00
36923,104.2,0,144.77,1669,4.576,0.501,61.547,22.88,69.0,0.68,0.23,-0.00,1.11,99,99,99,99,43.50,96.1,86.2,0.0,9.4,0.12,23,13.5,0.00,0.00,0.00,0.00
37122,104.2,0,132.25,1701,4.208,0.501,61.446,23.62,69.0,0.66,0.21,-1.17,-0.07,99,99,99,99,40.50,96.1,86.2,0.0,9.4,0.12,23,13.5,0.00,0.00,0.00,0.00
37321,104.2,0,132.48,1719,3.956,0.501,60.587,24.00,69.0,0.62,0.21,-2.31,-1.21,99,99,99,99,41.00,96.1,86.2,0.0,9.0,0.12,23,13.5,0.00,0.00,0.00,0.00
37482,104.2,0,132.14,1734,3.820,0.501,60.210,24.38,69.0,0.55,0.20,-3.19,0.33,99,99,99,99,41.25,96.1,86.2,0.0,9.0,0.12,23,13.5,0.00,0.00,0.00,0.00
37681,104.2,0,124.64,1749,3.776,0.501,59.609,24.75,69.0,0.49,0.20,-0.88,1.43,99,99,99,99,39.25,96.1,85.5,0.0,8.6,0.12,25,13.5,0.00,0.00,0.00,0.00
37882,104.2,0,124.51,1762,3.740,0.501,59.725,24.75,69.0,0.43,0.20,0.13,2.19,99,99,99,99,39.50,96.1,85.5,0.0,8.6,0.12,25,13.5,0.00,0.00,0.00,0.00
38082,104.2,0,121.76,1779,3.684,0.501,59.215,24.75,69.0,0.39,0.20,0.33,2.19,99,99,99,99,39.00,96.9,85.5,0.0,8.6,0.12,25,13.5,0.00,0.00,0.00,0.00
38283,104.2,0,116.29,1791,3.580,0.501,56.048,24.75,69.0,0.35,0.20,0.33,2.19,99,99,99,99,37.50,96.9,85.5,0.0,7.8,0.12,25,13.5,0.00,0.00,0.00,0.00
38481,104.2,0,48.78,1793,2.692,0.501,39.504,21.38,69.0,0.33,0.20,0.33,2.19,99,99,99,99,15.75,96.9,85.5,0.0,0.0,0.14,25,13.5,0.00,0.00,0.00,0.00
38641,104.2,0,45.01,1789,2.060,0.501,37.358,16.50,69.0,0.33,0.20,0.33,-0.30,99,99,99,99,14.50,96.9,85.5,0.0,0.0,0.17,26,13.4,0.00,0.00,0.00,0.00
38802,104.2,0,44.73,1769,1.784,0.501,37.292,11.25,69.0,0.33,0.21,-2.39,-0.96,99,99,99,99,14.25,96.9,85.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.00,0.00
39000,104.2,0,42.80,1784,1.628,0.501,37.179,4.50,69.0,0.31,0.21,-3.22,-1.79,99,99,99,99,13.75,96.9,85.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.00,0.00
39160,104.2,0,43.88,1740,1.504,0.501,36.427,-0.75,69.0,0.31,0.21,-3.88,-2.45,99,99,99,99,13.75,96.9,85.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.00,0.00
39322,104.2,0,42.53,1730,1.364,0.501,35.670,-4.50,69.0,0.31,0.21,-4.41,-2.98,99,99,99,99,13.25,96.9,85.5,0.0,0.0,0.19,26,13.5,0.00,0.00,0.00,0.00
39521,104.2,0,42.59,1695,1.292,0.501,35.893,-4.88,69.0,0.33,0.21,-4.41,-2.98,99,99,99,99,13.00,96.9,85.5,0.0,0.0,0.19,27,13.5,0.00,0.00,0.00,0.00
39681,104.2,0,41.57,1670,1.264,0.501,35.064,-4.88,69.0,0.35,0.21,-4.41,-2.98,99,99,99,99,12.50,96.9,86.2,0.0,0.0,0.19,27,13.5,0.00,0.00,0.00,0.00
39842,104.2,0,41.36,1645,1.232,0.501,34.335,-4.88,69.0,0.33,0.20,-4.41,-2.98,99,99,99,99,12.25,96.9,86.2,0.0,0.0,0.19,27,13.5,0.00,0.00,0.00,0.00
40041,104.2,0,41.47,1607,1.204,0.501,33.738,-5.25,69.0,0.29,0.20,-4.41,-2.98,99,99,99,99,12.00,96.9,86.2,0.0,0.0,0.19,27,13.5,0.00,0.00,0.00,0.00
40241,104.2,0,41.15,1586,1.216,0.501,33.442,-5.25,69.0,0.29,0.21,-4.41,-2.98,99,99,99,99,11.75,96.9,86.2,0.0,0.0,0.19,27,13.5,0.00,0.00,0.00,0.00
40403,104.2,0,41.17,1551,1.208,0.501,33.363,-6.00,69.0,0.27,0.21,-4.41,-2.98,99,99,99,99,11.50,96.9,86.2,0.0,0.0,0.19,27,13.5,0.00,0.00,0.00,0.00
40600,104.2,0,42.19,1514,1.204,0.501,33.310,-6.38,69.0,0.25,0.23,-4.41,-2.98,99,99,99,99,11.50,96.9,86.2,0.0,0.0,0.19,24,13.4,0.00,0.00,0.00,0.00
40762,104.2,0,42.57,1500,1.148,0.501,33.076,-6.38,69.0,0.25,0.21,-4.41,-2.98,99,99,99,99,11.50,96.9,86.2,0.0,0.0,0.19,24,13.5,0.00,0.00,0.00,0.00
40963,104.2,0,43.86,1456,1.104,0.501,33.264,-7.12,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,11.50,96.9,86.2,0.0,0.0,0.19,24,13.2,0.00,0.00,0.00,0.00
41161,104.2,0,44.54,1434,0.824,0.501,33.155,-7.50,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,11.50,96.9,86.2,0.0,0.0,0.19,24,13.2,0.00,0.00,0.00,0.00
41360,104.2,0,45.49,1404,1.168,0.501,33.483,-7.88,69.0,0.21,0.20,-4.41,-2.98,99,99,99,99,11.50,96.9,86.2,0.0,0.0,0.19,24,13.5,0.00,0.00,0.00,0.00
41522,104.2,0,47.70,1368,0.888,0.501,33.737,-8.25,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,11.75,96.9,86.2,0.0,0.0,0.19,21,13.3,0.00,0.00,0.00,0.00
41722,104.2,0,48.27,1352,1.260,0.501,33.969,-8.62,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,11.75,96.9,86.2,0.0,0.0,0.19,21,13.1,0.00,0.00,0.00,0.00
41922,104.2,0,49.86,1309,1.268,0.501,34.169,-9.00,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,11.75,96.9,86.2,0.0,0.0,0.19,21,13.4,0.00,0.00,0.00,0.00
42123,104.2,0,50.81,1284,1.340,0.501,34.486,-9.38,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,11.75,96.9,87.0,0.0,0.0,0.19,21,13.3,0.00,0.00,0.00,0.00
42320,104.2,0,54.90,1239,1.388,0.501,34.648,-10.12,69.0,0.21,0.21,-4.41,-2.98,99,99,99,99,12.25,96.9,87.0,0.0,0.0,0.19,21,13.2,0.00,0.00,0.00,0.00
42481,104.2,0,57.02,1193,1.480,0.501,35.014,-10.50,69.0,0.21,0.23,-4.41,-2.98,99,99,99,99,12.25,96.9,87.0,0.0,0.0,0.19,21,13.2,0.00,0.00,0.00,0.00
42641,104.2,0,59.99,1134,1.584,0.501,34.605,-12.38,69.0,0.21,0.23,-4.41,-2.98,99,99,99,99,12.25,96.9,87.0,0.0,0.0,0.19,19,13.3,0.00,0.00,0.00,0.00
42801,104.2,0,63.70,1068,1.652,0.501,34.156,-13.12,69.0,0.23,0.23,-4.41,-2.98,99,99,99,99,12.25,96.9,87.0,0.0,0.0,0.19,19,13.2,0.00,0.00,0.00,0.00
42961,104.2,0,79.04,896,1.992,6.659,41.269,6.38,69.0,0.23,0.23,-2.62,-1.21,99,99,99,99,12.75,96.9,87.0,0.0,0.0,0.19,19,12.8,0.00,0.00,0.00,0.00
43121,104.2,0,115.57,781,2.592,5.487,40.071,4.88,69.0,0.23,0.21,-2.33,-0.91,99,99,99,99,16.25,96.9,87.0,0.0,0.0,0.19,19,12.7,0.00,0.00,0.00,0.00
43281,104.2,0,112.03,756,2.844,3.925,38.292,4.88,69.0,0.21,0.20,-2.11,-0.69,99,99,99,99,15.25,96.9,87.0,0.0,0.0,0.19,19,12.6,0.00,0.00,0.00,0.00
43442,104.2,0,101.90,763,2.824,2.362,36.421,4.88,69.0,0.21,0.20,-1.89,-0.47,99,99,99,99,14.00,96.9,87.0,0.0,0.0,0.19,19,12.6,0.00,0.00,0.00,0.00
43642,104.2,0,91.35,760,2.708,0.800,34.536,4.88,69.0,0.21,0.20,-1.61,-0.20,99,99,99,99,12.50,96.9,87.0,0.0,0.0,0.19,14,12.6,0.00,0.00,0.00,0.00
43843,104.2,0,89.40,761,2.660,0.800,34.536,4.88,69.0,0.20,0.18,-1.34,0.08,99,99,99,99,12.25,96.9,87.0,0.0,0.0,0.19,14,12.7,0.00,0.00,0.00,0.00
44042,104.2,0,92.20,738,2.644,0.800,35.049,3.38,69.0,0.21,0.18,-1.23,0.13,99,99,99,99,12.25,96.9,87.0,0.0,0.0,0.19,14,12.6,0.00,0.00,0.00,0.00
44241,105.0,0,119.07,723,3.416,0.501,49.090,5.25,69.0,0.21,0.16,-1.23,0.13,99,99,99,99,15.50,96.9,87.0,0.0,8.2,0.19,14,12.6,0.00,0.00,0.00,0.00
44401,105.0,0,209.40,756,4.192,0.501,54.127,7.12,69.0,0.21,0.16,-1.23,0.13,99,99,99,99,28.50,96.9,87.0,0.0,10.5,0.19,14,12.7,0.00,0.00,0.00,0.00
44563,105.0,0,203.42,826,5.016,0.501,53.517,7.50,69.0,0.21,0.14,-1.23,0.13,99,99,99,99,30.25,96.9,87.0,0.0,10.9,0.18,11,12.9,0.00,0.00,0.00,0.00
44762,105.0,0,229.06,782,5.460,0.501,58.751,6.00,69.0,0.21,0.14,-1.23,0.29,99,99,99,99,32.25,96.9,87.0,0.0,12.1,0.18,11,12.8,0.00,0.00,0.00,0.00
44961,105.0,0,268.56,817,6.880,0.501,67.802,4.50,69.0,0.20,0.14,-0.69,0.96,99,99,99,99,39.50,96.9,87.0,0.0,14.1,0.18,11,12.9,0.00,0.00,0.00,0.00
45121,104.2,0,305.24,828,8.020,0.501,72.194,2.25,69.0,0.20,0.12,-0.04,1.61,99,99,99,99,45.50,96.9,87.0,0.0,15.2,0.18,11,13.2,0.00,0.00,0.00,0.00
45321,104.2,0,324.80,885,9.120,0.501,79.952,4.12,69.0,0.21,0.12,0.94,2.58,99,99,99,99,51.75,96.9,87.0,1.6,16.8,0.18,11,13.3,0.00,0.00,0.00,0.00
45481,104.2,0,336.56,916,9.892,0.501,92.030,4.88,69.0,0.21,0.12,1.71,3.46,99,99,99,99,55.50,96.9,87.0,3.1,19.9,0.18,11,13.3,0.00,0.00,0.00,0.00
45641,105.0,0,319.80,977,10.344,0.501,92.643,4.88,69.0,0.21,0.12,1.71,3.57,99,99,99,99,56.25,96.9,87.0,5.1,20.7,0.18,10,13.4,0.00,0.00,0.00,0.00
