Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
139360,60.8,103.15,1871,2.992,30.8,-2.84,-4.38,47.5,42.8,0.0,8.6,28,0.00,0.00,0.00,0.00
139520,60.8,132.31,1889,3.792,30.8,-1.98,-3.52,47.5,42.8,0.0,9.8,28,0.00,0.00,0.00,0.00
139682,60.8,150.96,1904,4.428,30.8,-1.05,-2.59,47.5,42.8,0.0,10.2,28,0.00,0.00,0.00,0.00
139880,60.8,180.84,1935,5.456,30.8,-0.41,-1.24,47.5,42.8,1.2,12.1,28,0.00,0.00,0.00,0.00
140042,60.8,242.24,1972,7.320,30.8,-0.41,-0.35,47.5,42.8,4.3,14.5,28,0.00,0.00,0.00,0.00
140241,60.8,277.19,2024,8.676,30.8,-0.41,-3.50,47.5,42.8,6.6,15.6,28,0.00,0.00,0.00,0.00
140441,60.8,284.56,2113,9.616,31.5,-0.41,-5.95,47.5,42.8,8.2,16.0,29,0.00,0.00,0.00,0.00
140641,60.8,275.32,2189,9.096,31.5,-4.63,-8.56,47.5,42.8,8.6,16.4,29,0.00,0.00,0.00,0.00
140841,60.8,270.53,2279,8.976,31.5,-2.97,-5.31,47.5,42.8,8.6,16.4,29,0.00,0.00,0.00,0.00
141041,60.8,249.43,2405,8.776,31.5,-0.19,-2.53,47.5,42.8,7.0,14.5,29,0.00,0.00,0.00,0.00
141240,60.8,160.26,2452,6.628,31.5,0.51,-1.03,47.5,42.8,1.6,10.9,29,0.00,0.00,0.00,0.00
141401,60.8,140.09,2508,5.424,31.5,0.51,-4.77,47.5,42.8,0.8,10.9,34,0.00,0.00,0.00,0.00
141560,60.8,135.38,2554,4.840,31.5,0.51,-6.52,47.5,42.8,0.8,10.9,34,0.00,0.00,0.00,0.00
141721,60.8,135.49,2593,4.632,31.5,0.51,-8.20,47.5,42.8,0.8,10.2,34,0.00,0.00,0.00,0.00
141921,60.8,115.02,2632,3.936,30.8,-2.80,-10.17,47.5,42.8,0.0,7.4,34,0.00,0.00,0.00,0.00
142080,60.8,94.76,2652,3.228,30.8,-4.24,-7.83,47.5,43.5,0.0,6.6,34,0.00,0.00,0.00,0.00
142240,60.8,88.64,2679,2.884,30.8,-5.56,-6.51,47.5,43.5,0.0,6.6,34,0.00,0.00,0.00,0.00
142441,60.8,88.24,2707,2.640,30.8,-7.17,-4.90,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
142641,60.8,63.89,2695,2.272,30.8,-8.67,-3.70,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
142841,60.8,60.73,2744,1.860,30.8,-10.04,-6.97,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
143040,60.8,62.79,2720,1.756,30.8,-11.42,-8.35,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
143200,60.8,62.79,2742,1.764,30.8,-8.45,-9.38,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
143361,60.8,62.47,2712,1.788,30.0,-7.36,-6.34,47.5,43.5,0.0,0.0,40,0.00,0.00,0.00,0.00
143560,61.5,62.02,2686,1.648,30.0,0.07,0.07,47.5,43.5,0.0,0.0,40,0.00,0.00,0.00,0.00
143760,61.5,60.46,2641,1.632,30.0,0.00,0.00,47.5,43.5,0.0,0.0,40,0.00,0.00,0.00,0.00
143921,61.5,61.24,2630,1.628,30.0,0.00,0.00,47.5,43.5,0.0,0.0,40,0.00,0.00,0.00,0.00
144081,61.5,60.96,2619,1.620,30.0,0.00,0.00,47.5,43.5,0.0,0.0,40,0.00,0.00,0.00,0.00
144281,61.5,60.60,2589,1.752,30.0,0.00,0.00,47.5,43.5,0.0,0.0,40,0.00,0.00,0.00,0.00
144441,61.5,59.76,2579,1.740,30.0,0.00,0.00,47.5,43.5,0.0,0.0,39,0.00,0.00,0.00,0.00
144601,61.5,59.46,2569,1.724,30.0,0.00,0.00,47.5,43.5,0.0,0.0,39,0.00,0.00,0.00,0.00
144800,61.5,61.01,2549,1.724,30.0,0.00,0.00,47.5,43.5,0.0,0.0,39,0.00,0.00,0.00,0.00
145001,61.5,59.84,2529,1.720,30.0,0.00,0.00,47.5,43.5,0.0,0.0,39,0.00,0.00,0.00,0.00
145200,61.5,58.91,2522,1.720,30.0,0.00,0.00,47.5,43.5,0.0,0.0,39,0.00,0.00,0.00,0.00
145360,61.5,58.31,2500,1.704,30.0,0.00,0.00,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
145521,61.5,58.65,2486,1.708,30.0,0.00,0.00,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
145680,61.5,57.51,2487,1.684,30.0,0.00,0.00,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
145881,61.5,58.19,2458,1.680,30.0,0.00,0.00,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
146083,61.5,57.42,2442,1.656,30.0,0.00,0.00,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
146281,61.5,57.38,2420,1.664,30.0,0.00,0.00,47.5,43.5,0.0,0.0,38,0.00,0.00,0.00,0.00
146480,61.5,56.39,2413,1.648,30.0,0.00,0.00,47.5,43.5,0.0,0.0,36,0.00,0.00,0.00,0.00
146682,61.5,56.70,2400,1.644,30.0,0.00,0.00,47.5,43.5,0.0,0.0,36,0.00,0.00,0.00,0.00
146880,61.5,57.11,2383,1.640,30.0,0.00,0.00,48.3,43.5,0.0,0.0,36,0.00,0.00,0.00,0.00
147040,61.5,56.75,2373,1.636,30.0,0.00,0.00,48.3,44.2,0.0,0.0,36,0.00,0.00,0.00,0.00
147200,61.5,57.45,2369,1.636,30.0,0.00,0.00,48.3,44.2,0.0,0.0,36,0.00,0.00,0.00,0.00
147361,61.5,57.72,2357,1.644,30.0,0.00,0.00,48.3,44.2,0.0,0.4,35,0.00,0.00,0.00,0.00
147561,61.5,58.63,2392,1.752,30.0,0.12,0.06,48.3,44.2,0.0,2.7,35,0.00,0.00,0.00,0.00
147761,61.5,65.33,2338,1.888,30.0,1.31,1.25,48.3,44.2,0.0,3.5,35,0.00,0.00,0.00,0.00
147961,61.5,71.35,2374,2.040,30.0,2.38,2.44,48.3,44.2,0.0,4.3,35,0.00,0.00,0.00,0.00
148119,61.5,79.38,2379,2.252,30.0,2.38,2.98,48.3,44.2,0.0,6.6,35,0.00,0.00,0.00,0.00
148280,61.5,87.15,2390,2.528,30.0,2.38,2.98,48.3,44.2,0.0,6.6,35,0.00,0.00,0.00,0.00
148441,61.5,89.95,2408,2.796,30.8,2.38,2.98,48.3,44.2,0.0,7.8,35,0.00,0.00,0.00,0.00
148600,61.5,119.38,2431,3.632,30.8,2.38,2.98,48.3,44.2,0.4,10.5,35,0.00,0.00,0.00,0.00
148802,61.5,202.03,2495,6.276,30.8,0.24,2.98,48.3,44.2,4.3,14.1,35,0.00,0.00,0.00,0.00
149000,61.5,236.65,2529,7.404,30.8,-2.12,0.53,48.3,44.2,7.0,15.6,35,0.00,0.00,0.00,0.00
149161,61.5,254.34,2577,8.116,30.8,-4.26,-1.61,48.3,44.2,8.6,16.0,35,0.00,0.00,0.00,0.00
149321,61.5,246.31,2644,7.804,30.8,-6.57,-3.92,48.3,44.2,8.6,16.0,35,0.00,0.00,0.00,0.00
149521,61.5,244.57,2714,7.812,30.8,-5.00,-6.89,48.3,44.2,9.0,16.0,37,0.00,0.00,0.00,0.00
149681,61.5,238.26,2780,7.840,30.8,-2.54,-5.67,48.3,44.2,9.0,16.0,37,0.00,0.00,0.00,0.00
149841,61.5,237.65,2834,7.852,30.8,-0.41,-3.23,48.3,44.2,9.0,16.0,37,0.00,0.00,0.00,0.00
150041,61.5,234.21,2917,7.704,30.8,-0.41,-0.08,48.3,44.2,9.0,16.0,37,0.00,0.00,0.00,0.00
150241,61.5,230.97,2988,7.544,30.8,-0.41,0.56,48.3,44.2,9.0,16.4,37,0.00,0.00,0.00,0.00
150441,61.5,229.55,3067,7.372,30.8,-2.30,0.56,48.3,44.2,9.4,16.4,42,0.00,0.00,0.00,0.00
150641,61.5,230.55,3132,7.060,30.8,-5.59,0.56,48.3,44.2,9.4,16.4,42,0.00,0.00,0.00,0.00
150841,61.5,225.74,3205,7.236,30.8,-2.80,-4.35,48.3,44.2,9.4,16.4,42,0.00,0.00,0.00,0.00
151000,61.5,223.72,3265,7.372,30.8,-0.09,-7.06,48.3,44.2,9.4,16.4,42,0.00,0.00,0.00,0.00
151161,61.5,115.89,3295,5.156,30.8,1.43,-6.66,48.3,44.2,0.0,0.0,42,0.00,0.00,0.00,0.00
151361,61.5,74.89,3300,2.924,30.8,1.43,-9.72,48.3,44.2,0.0,0.0,47,0.00,0.00,0.00,0.00
151561,62.2,74.50,3019,2.080,30.8,0.00,0.00,48.3,44.2,0.0,0.0,47,0.00,0.00,0.00,0.00
151762,62.2,70.24,2649,1.940,30.8,0.00,0.00,48.3,44.2,0.0,0.0,47,0.00,0.00,0.00,0.00
151960,62.2,63.04,2313,1.972,30.0,0.00,0.00,48.3,44.2,0.0,0.0,47,0.00,0.00,0.00,0.00
152160,62.2,62.51,2066,2.140,30.0,0.00,2.07,48.3,44.2,0.0,3.9,47,0.00,0.00,0.00,0.00
152362,62.2,70.90,2017,2.080,30.0,1.01,3.08,48.3,44.2,0.0,5.1,50,0.00,0.00,0.00,0.00
152561,62.2,67.07,2174,2.092,30.0,1.01,3.38,48.3,45.0,0.0,5.1,50,0.00,0.00,0.00,0.00
152760,62.2,74.10,2267,2.136,30.0,1.01,3.38,48.3,45.0,0.0,5.1,50,0.00,0.00,0.00,0.00
152921,62.2,72.70,2292,2.220,30.0,1.01,3.38,49.1,45.0,0.0,4.7,50,0.00,0.00,0.00,0.00
153082,62.2,70.58,2262,2.184,30.0,1.01,3.38,49.1,45.0,0.0,2.7,50,0.00,0.00,0.00,0.00
153280,62.2,56.87,2270,2.008,30.0,-1.23,3.38,49.1,45.0,0.0,0.0,50,0.00,0.00,0.00,0.00
153441,62.2,54.65,2287,1.852,30.0,-2.18,0.97,49.1,45.0,0.0,0.0,51,0.00,0.00,0.00,0.00
153601,62.2,54.03,2287,1.748,30.0,-3.13,0.01,49.1,45.0,0.0,0.0,51,0.00,0.00,0.00,0.00
153762,62.2,54.10,2284,1.640,30.0,-4.08,-0.94,49.1,45.0,0.0,0.0,51,0.00,0.00,0.00,0.00
153961,62.2,54.27,2277,1.576,30.0,-5.27,-2.13,49.1,45.0,0.0,0.8,51,0.00,0.00,0.00,0.00
154160,62.2,365.93,2277,7.036,30.0,-6.48,-3.33,49.1,45.0,16.0,23.8,51,0.00,0.00,0.00,0.00
154320,62.2,492.29,2378,14.528,30.0,-8.63,-5.49,49.1,45.0,29.7,35.2,51,0.00,0.00,0.00,0.00
154481,62.2,419.16,2392,13.484,30.8,-11.48,-8.34,49.1,45.0,30.9,35.2,51,0.00,0.00,0.00,0.00
154641,62.2,414.16,2441,13.316,30.8,-8.77,-7.82,49.1,45.0,30.5,35.2,51,0.00,0.00,0.00,0.00
154841,62.2,415.22,2495,13.520,30.8,-5.13,-4.18,49.1,45.0,30.5,35.2,51,0.00,0.00,0.00,0.00
155041,62.2,417.91,2562,13.840,30.8,-1.44,-0.49,49.1,45.0,30.5,35.2,51,0.00,0.00,0.00,0.00
155242,62.2,410.83,2623,13.936,30.8,0.81,3.28,49.1,45.0,30.5,35.2,51,0.00,0.00,0.00,0.00
155440,62.2,408.61,2678,13.788,30.8,0.81,1.22,49.1,45.0,30.5,35.2,56,0.00,0.00,0.00,0.00
155601,62.2,405.24,2738,13.696,30.8,0.81,-1.85,49.1,45.0,30.5,35.2,56,0.00,0.00,0.00,0.00
155762,62.2,407.59,2787,13.184,30.8,-2.79,-1.12,49.1,45.0,30.5,34.8,56,0.00,0.00,0.00,0.00
155961,62.2,408.52,2852,12.992,30.8,-3.70,2.86,49.1,45.0,30.5,34.8,56,0.00,0.00,0.00,0.00
156121,62.2,405.43,2908,13.440,30.8,-0.45,3.92,49.1,45.0,30.1,34.8,56,0.00,0.00,0.00,0.00
156322,62.2,405.30,2974,13.632,30.8,1.40,-0.20,49.1,45.0,30.1,34.8,56,0.00,0.00,0.00,0.00
156520,62.2,402.84,3037,13.644,30.8,1.40,-4.42,49.1,45.8,30.1,34.8,63,0.00,0.00,0.00,0.00
156681,62.2,406.00,3092,13.376,30.8,-0.54,-1.27,49.1,45.8,30.1,34.4,63,0.00,0.00,0.00,0.00
156881,62.2,411.83,3146,12.868,30.8,-4.86,3.04,49.1,45.8,30.1,34.4,63,0.00,0.00,0.00,0.00
157081,62.2,409.37,3209,13.312,30.8,-1.73,1.12,49.1,45.8,30.1,34.4,63,0.00,0.00,0.00,0.00
157240,62.2,412.72,3257,13.812,30.8,1.84,-2.44,49.1,45.8,29.7,34.0,63,0.00,0.00,0.00,0.00
157401,62.2,409.88,3300,13.968,30.8,3.18,-6.03,49.1,45.8,29.3,34.0,70,0.00,0.00,0.00,0.00
157600,62.2,406.83,3369,13.980,30.8,3.18,-3.28,49.1,45.8,29.3,33.6,70,0.00,0.00,0.00,0.00
157801,62.2,404.75,3431,13.524,30.8,-0.11,1.34,49.1,45.8,28.9,33.2,70,0.00,0.00,0.00,0.00
158001,62.2,410.30,3486,12.832,30.8,-4.79,-2.66,49.1,45.8,28.5,33.2,70,0.00,0.00,0.00,0.00
158161,62.2,408.23,3548,12.332,30.8,-8.59,-6.46,49.1,45.8,28.5,33.2,70,0.00,0.00,0.00,0.00
158360,62.2,115.61,3543,6.464,30.0,-4.80,-4.86,49.1,45.8,0.0,0.0,77,0.00,0.00,0.00,0.00
158521,62.2,73.11,3533,2.944,30.0,0.00,0.00,49.1,45.8,0.0,0.0,77,0.00,0.00,0.00,0.00
158720,62.2,75.54,3217,2.956,30.0,0.00,0.00,49.1,45.8,0.0,4.3,77,0.00,0.00,0.00,0.00
158881,62.2,145.22,3194,4.132,29.2,2.18,2.26,49.1,45.8,5.1,14.1,77,0.00,0.00,0.00,0.00
159081,63.0,311.13,2602,9.484,29.2,2.18,2.26,49.1,45.8,11.3,18.0,77,0.00,0.00,0.00,0.00
159241,63.0,317.19,2710,10.620,29.2,2.18,2.26,49.1,45.8,14.1,19.5,77,0.00,0.00,0.00,0.00
159401,63.0,303.76,2711,10.564,29.2,2.18,2.26,49.1,45.8,14.1,19.5,81,0.00,0.00,0.00,0.00
159600,63.0,298.38,2732,10.256,29.2,2.18,2.26,49.1,45.8,14.1,19.5,81,0.00,0.00,0.00,0.00
159761,63.0,297.63,2748,9.780,29.2,-1.36,-1.11,49.1,45.8,14.1,19.5,81,0.00,0.00,0.00,0.00
159961,63.0,293.78,2770,9.288,29.2,-4.74,-4.48,49.9,45.8,13.7,19.5,81,0.00,0.00,0.00,0.00
160162,63.0,290.94,2797,9.300,29.2,-4.07,-3.45,49.9,45.8,13.7,19.5,81,0.00,0.00,0.00,0.00
160360,63.0,287.08,2820,9.436,29.2,-0.69,-0.06,49.9,45.8,12.9,18.8,84,0.00,0.00,0.00,0.00
160520,63.0,261.44,2831,8.772,29.2,-2.40,-2.91,49.9,45.8,11.3,17.6,84,0.00,0.00,0.00,0.00
160681,63.0,257.76,2850,8.256,29.2,-5.11,-5.62,49.9,45.8,10.9,17.6,84,0.00,0.00,0.00,0.00
160881,63.0,260.32,2870,8.096,29.2,-5.34,-3.87,49.9,45.8,10.9,17.6,84,0.00,0.00,0.00,0.00
161082,63.0,258.41,2891,8.352,29.2,-2.05,-0.58,49.9,45.8,10.5,17.2,84,0.00,0.00,0.00,0.00
161281,63.0,204.57,2912,7.080,29.2,-4.27,-4.78,49.9,45.8,6.6,14.1,84,0.00,0.00,0.00,0.00
161440,63.0,143.77,2917,5.232,29.2,-6.73,-7.25,49.9,45.8,0.8,9.0,88,0.00,0.00,0.00,0.00
161602,63.0,94.34,2929,3.520,29.2,-8.81,-9.32,49.9,45.8,0.0,1.6,88,0.00,0.00,0.00,0.00
161801,63.0,66.58,2920,2.356,29.2,-10.77,-11.28,49.9,45.8,0.0,0.0,88,0.00,0.00,0.00,0.00
162000,63.8,66.28,2912,1.984,29.2,-12.39,-12.91,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
162161,63.8,64.46,2929,1.828,29.2,-13.57,-14.09,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
162361,63.8,65.10,2922,1.792,28.5,-12.71,-15.04,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
162520,63.8,64.74,2917,1.800,28.5,-11.54,-12.79,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
162680,63.8,65.67,2918,1.808,28.5,-10.36,-11.61,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
162841,63.8,65.73,2915,1.728,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
163001,63.8,65.27,2915,1.716,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
163160,63.8,65.79,2912,1.716,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
163321,63.8,64.99,2906,1.712,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
163481,63.8,64.67,2898,1.708,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
163681,63.8,64.76,2895,1.708,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
163840,63.8,64.76,2895,1.712,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
164002,63.8,64.74,2896,1.708,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
164200,63.8,64.76,2895,1.708,28.5,0.00,0.00,49.9,46.5,0.0,0.0,89,0.00,0.00,0.00,0.00
164361,63.8,65.46,2885,1.712,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
164521,63.8,64.59,2881,1.712,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
164681,63.8,65.20,2875,1.704,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
164841,63.8,64.88,2868,1.708,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
165000,64.5,64.44,2866,1.712,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
165160,64.5,65.88,2866,1.716,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
165321,64.5,65.10,2858,1.712,29.2,0.00,0.00,49.9,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
165482,64.5,65.29,2850,1.720,29.2,0.00,0.00,50.7,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
165680,64.5,64.90,2845,1.720,29.2,0.00,0.00,50.7,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
165842,64.5,63.99,2842,1.708,29.2,0.00,0.00,50.7,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
166041,64.5,65.20,2832,1.708,29.2,0.00,0.00,50.7,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
166241,64.5,64.67,2834,1.708,29.2,0.00,0.00,50.7,46.5,0.0,0.0,88,0.00,0.00,0.00,0.00
166441,64.5,64.90,2824,1.708,29.2,0.00,0.00,50.7,46.5,0.0,0.0,87,0.00,0.00,0.00,0.00
166640,64.5,65.16,2813,1.708,29.2,0.00,0.00,50.7,46.5,0.0,0.0,87,0.00,0.00,0.00,0.00
166800,64.5,64.84,2805,1.708,29.2,0.00,0.00,50.7,46.5,0.0,0.0,87,0.00,0.00,0.00,0.00
166961,64.5,63.89,2804,1.700,29.2,0.00,0.00,50.7,46.5,0.0,0.0,87,0.00,0.00,0.00,0.00
167121,64.5,63.95,2801,1.700,29.2,0.00,0.00,50.7,46.5,0.0,0.0,87,0.00,0.00,0.00,0.00
167280,64.5,64.48,2799,1.692,29.2,0.00,0.00,50.7,46.5,0.0,0.0,87,0.00,0.00,0.00,0.00
167481,64.5,64.12,2793,1.700,29.2,0.00,0.00,50.7,46.5,0.0,0.0,86,0.00,0.00,0.00,0.00
167680,64.5,64.35,2783,1.692,29.2,0.00,0.00,50.7,46.5,0.0,0.0,86,0.00,0.00,0.00,0.00
167840,64.5,63.63,2793,1.692,29.2,0.00,0.00,50.7,46.5,0.0,0.0,86,0.00,0.00,0.00,0.00
168002,64.5,64.10,2773,1.684,29.2,0.00,0.00,50.7,46.5,0.0,0.0,86,0.00,0.00,0.00,0.00
168202,64.5,64.16,2770,1.684,29.2,0.00,0.00,50.7,46.5,0.0,0.0,86,0.00,0.00,0.00,0.00
168401,64.5,63.89,2760,1.680,29.2,0.00,0.00,50.7,46.5,0.0,0.0,85,0.00,0.00,0.00,0.00
168561,64.5,64.12,2750,1.676,29.2,0.00,0.00,50.7,46.5,0.0,0.0,85,0.00,0.00,0.00,0.00
168762,64.5,63.70,2747,1.680,29.2,0.00,0.00,50.7,46.5,0.0,0.0,85,0.00,0.00,0.00,0.00
168960,64.5,62.93,2736,1.680,30.0,0.00,0.00,50.7,46.5,0.0,0.0,85,0.00,0.00,0.00,0.00
169120,64.5,63.15,2727,1.672,30.0,0.00,0.00,50.7,46.5,0.0,0.0,85,0.00,0.00,0.00,0.00
169280,64.5,63.72,2724,1.668,30.0,0.00,0.00,50.7,46.5,0.0,0.0,85,0.00,0.00,0.00,0.00
169440,64.5,63.34,2718,1.664,30.0,0.00,0.00,50.7,46.5,0.0,0.0,84,0.00,0.00,0.00,0.00
169601,64.5,65.46,2736,1.992,30.0,0.00,0.00,50.7,46.5,0.0,5.1,84,0.00,0.00,0.00,0.00
169801,64.5,86.58,2726,2.392,30.0,1.24,1.17,50.7,46.5,0.0,6.2,84,0.00,0.00,0.00,0.00
170001,64.5,86.94,2715,2.700,30.0,2.66,2.59,50.7,46.5,0.0,6.2,84,0.00,0.00,0.00,0.00
170201,64.5,88.00,2714,2.756,30.0,2.88,3.03,50.7,46.5,0.0,6.2,84,0.00,0.00,0.00,0.00
170360,64.5,87.07,2727,2.776,30.0,2.88,3.03,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
170521,65.2,87.58,2711,2.780,30.0,2.88,3.03,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
170681,65.2,88.51,2714,2.804,30.0,2.88,3.03,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
170840,65.2,89.02,2714,2.812,30.0,2.88,3.03,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
171001,65.2,87.56,2712,2.720,30.0,-0.39,0.27,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
171161,65.2,87.07,2711,2.688,30.0,-1.57,-0.90,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
171323,65.2,87.20,2723,2.632,30.0,-2.74,-2.07,50.7,46.5,0.0,6.2,82,0.00,0.00,0.00,0.00
171521,65.2,86.24,2721,2.576,30.0,-4.20,-3.54,50.7,46.5,0.0,6.2,83,0.00,0.00,0.00,0.00
171721,65.2,86.07,2726,2.548,30.0,-5.67,-5.00,50.7,46.5,0.0,6.2,83,0.00,0.00,0.00,0.00
171921,65.2,86.24,2705,2.584,30.8,-4.88,-4.21,51.5,46.5,0.0,6.2,83,0.00,0.00,0.00,0.00
172082,65.2,85.80,2735,2.600,30.8,-3.71,-3.04,51.5,46.5,0.0,6.2,83,0.00,0.00,0.00,0.00
172281,65.2,88.40,2717,2.628,30.8,-2.75,-1.72,51.5,46.5,0.0,6.2,83,0.00,0.00,0.00,0.00
172480,65.2,85.10,2741,2.632,30.8,-2.75,-1.72,51.5,46.5,0.0,6.2,83,0.00,0.00,0.00,0.00
172642,65.2,87.39,2733,2.616,30.8,-2.75,-1.72,51.5,46.5,0.0,5.9,83,0.00,0.00,0.00,0.00
172841,65.2,76.67,2735,2.528,30.8,-2.75,-1.72,51.5,46.5,0.0,3.1,83,0.00,0.00,0.00,0.00
173001,65.2,70.80,2726,2.388,30.8,-2.75,-1.72,51.5,46.5,0.0,2.7,83,0.00,0.00,0.00,0.00
173202,65.2,67.79,2724,2.076,30.8,-6.03,-4.45,51.5,46.5,0.0,0.8,83,0.00,0.00,0.00,0.00
173401,65.2,64.59,2730,1.908,30.8,-7.40,-5.82,51.5,46.5,0.0,0.4,84,0.00,0.00,0.00,0.00
173560,65.2,64.23,2724,1.820,30.8,-8.50,-6.92,51.5,46.5,0.0,0.0,84,0.00,0.00,0.00,0.00
173721,65.2,63.17,2726,1.832,30.8,-6.50,-5.06,51.5,46.5,0.0,0.0,84,0.00,0.00,0.00,0.00
173880,65.2,66.20,2601,1.856,30.8,-5.41,-3.97,51.5,46.5,0.0,0.0,84,0.00,0.00,0.00,0.00
174041,65.2,951.35,2518,12.848,30.8,-4.26,-3.04,51.5,45.8,68.0,59.4,84,0.00,0.00,0.00,0.00
174240,65.2,111.84,3315,6.320,30.8,-4.26,-3.04,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
174401,65.2,79.38,3166,3.612,30.8,0.00,0.00,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
174602,65.2,69.40,2941,2.792,30.8,0.00,0.00,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
174801,65.2,65.29,3211,2.080,30.8,0.00,0.00,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
175001,65.2,67.30,3631,2.028,29.2,0.00,0.00,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
175160,65.2,74.95,3594,1.980,29.2,0.00,0.00,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
175321,65.2,74.63,3591,1.944,29.2,0.00,0.00,51.5,45.8,0.0,0.0,84,0.00,0.00,0.00,0.00
175481,65.2,73.72,3597,1.972,29.2,0.00,0.00,51.5,45.8,0.0,0.0,82,0.00,0.00,0.00,0.00
175641,65.2,74.38,3584,1.976,29.2,0.00,0.00,51.5,45.8,0.0,0.0,82,0.00,0.00,0.00,0.00
175842,65.2,72.32,3571,1.948,29.2,0.00,0.00,51.5,45.8,0.0,0.0,82,0.00,0.00,0.00,0.00
176041,65.2,73.19,3548,1.952,29.2,0.00,0.00,51.5,45.8,0.0,0.0,82,0.00,0.00,0.00,0.00
176241,65.2,73.53,3531,1.948,29.2,0.00,0.00,51.5,45.8,0.0,0.0,82,0.00,0.00,0.00,0.00
176400,65.2,74.93,3521,1.956,29.2,0.00,0.00,51.5,45.8,0.0,0.0,80,0.00,0.00,0.00,0.00
176561,65.2,73.38,3501,1.956,29.2,0.00,0.00,51.5,45.8,0.0,0.0,80,0.00,0.00,0.00,0.00
176721,65.2,72.83,3489,1.956,29.2,0.00,0.00,51.5,45.8,0.0,0.0,80,0.00,0.00,0.00,0.00
176881,65.2,73.66,3469,1.940,29.2,0.00,0.00,51.5,45.8,0.0,0.0,80,0.00,0.00,0.00,0.00
177081,65.2,73.11,3457,1.948,29.2,0.00,0.00,51.5,45.8,0.0,0.0,80,0.00,0.00,0.00,0.00
